task_id,classifier__C,classifier__coef0,classifier__degree,classifier__gamma,classifier__tol,classifier__kernel_0.0,classifier__kernel_1.0,classifier__kernel_2.0,classifier__shrinking_0.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0
3,1.149045940563184,-1.2336362938891567,0.7244296587537228,-0.02217652368592317,1.6660968294272644,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,0.8262511047117905,0.16814756415311183,-0.6925172997424176,1.220388696991357,-0.3898975449275805,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.46504879185610015,0.3159382927022614,1.4329031380017934,1.6934239059727774,-0.15205276613051494,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.3424501773375369,-1.1608915341508317,1.4329031380017934,1.3002063230519696,-1.633594860091424,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-1.3494324149663441,1.09172621939853,1.4329031380017934,0.20493564729504152,-0.0524434306811991,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-1.2285338475364795,1.0047374978469326,1.4329031380017934,0.7958626657727115,1.2166376769091485,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,1.008603403748859,0.5944215464749351,-0.6925172997424176,-0.20427805169417892,-0.43116718791474945,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,0.8814744202097078,1.0300259489345396,1.4329031380017934,-0.3858672267569593,1.0505134727548542,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.3102113841083881,-0.627447284472826,1.4329031380017934,0.6279276105668805,-1.2926840273945053,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.7014723771320406,1.0788640637193847,1.4329031380017934,-0.4615518329357958,-1.6224888963913473,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,1.3889486682432457,1.3251579213047835,1.4329031380017934,-0.29271686239836997,0.1693736491554698,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,0.02960841827240527,-0.7426741711966885,0.7244296587537228,-0.11549703247615153,-0.16729630865356643,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-1.5225756163621507,0.7167149269051478,1.4329031380017934,1.1862687865318537,1.3408737835967381,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.35869150589903537,-0.6746698297026454,-0.6925172997424176,-0.15778696908741233,1.6877286733893535,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,0.3279202540449189,0.2783089614620981,1.4329031380017934,-0.3317305735789837,0.09900437791397322,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.7019702378756824,-1.189203770358187,1.4329031380017934,0.36651670433434086,0.13174808956240253,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.8696217555989902,-1.1778658851302557,1.4329031380017934,1.6783844098227616,-0.8281419241427712,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.6671279151859414,1.285619151436876,1.4329031380017934,1.091261428035584,-0.022143708911055254,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.28412858692423254,0.8565521320062046,0.7244296587537228,1.1124598656840514,1.316757384983265,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.7554191154341692,0.4532679027768003,1.4329031380017934,-0.3526614880652101,0.883200669166301,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.3414397022161738,-0.005522370214246463,1.4329031380017934,0.6154112177150108,-1.0733553306089834,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.6840567095056889,1.697150048463061,1.4329031380017934,0.3249740646804578,1.318756747943668,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.0944051313211816,0.8966771677328289,0.7244296587537228,1.1030144684103236,-0.6640163736260255,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.6613590304444579,-1.4929346216554766,0.7244296587537228,-0.21440005947480664,-0.20490221145475793,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.8800866225675791,1.5036704136386685,0.7244296587537228,0.43942643543810717,-0.07454401745494141,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,0.47820460414117966,-0.8567153472052303,0.7244296587537228,0.682251912099505,0.21575228089236528,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.8469263620689143,-1.5912028824503872,1.4329031380017934,-0.2362370693952235,-0.033999389701364194,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.7369110710613304,-1.012148931556951,0.7244296587537228,1.3293561178839686,1.0167041641014785,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.8982264080566718,-0.08783490202513966,1.4329031380017934,-0.33512133313608433,1.0691791619443818,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-1.2962684749814397,-0.16987679923877164,1.4329031380017934,1.2915668566389136,1.512218007754208,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,0.8643937962283595,-1.0557451065638808,-0.6925172997424176,-0.12176157058296007,1.0020638570750062,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,0.4706405315968385,1.363574954836757,1.4329031380017934,1.759229427533585,0.7921819417141188,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.9605590012503219,0.831280677012953,0.7244296587537228,-0.16243164748236613,-0.8840475843944189,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,1.6879697756077452,0.13135260613720973,1.4329031380017934,-0.8376628292642136,-0.7395668851236207,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-1.0596438563983512,-1.3676635420949343,1.4329031380017934,0.13861638761729603,-0.3644552936945985,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.070287357090898,-0.23253177374640904,0.7244296587537228,-0.1200717640252413,1.6271795400074036,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-1.2730051051921432,0.9975333521896586,1.4329031380017934,1.5044434373169737,1.5396330214346954,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.8321213077561274,-1.0360180639671592,1.4329031380017934,1.450553847772939,1.5354779219558732,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.7424149997905314,-1.4447633193721086,1.4329031380017934,-0.2933802825230012,1.2084888714059694,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.6104950961441906,1.6300824432622065,-1.4009907789904879,-0.40487008483646814,-0.9308899420060285,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.2855947088627665,-1.2679190986701614,0.7244296587537228,1.1387324080149706,1.5696927981577549,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.9465303014631218,0.7577069904747672,0.015956179505652604,-0.0906371655361144,-0.84342702471222,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.1116236411392793,0.8728426894049658,1.4329031380017934,-0.024093400225999973,0.7373079967193173,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,0.5883582737105291,1.222943263492198,-0.6925172997424176,-0.37925841045447256,-0.7030223956206634,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,1.0319139164276694,-1.0521067713975552,1.4329031380017934,0.11616108057647817,-1.5875387333310507,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.35889441598870997,0.22630047028441416,0.7244296587537228,-0.45706693094415746,1.5585092307433994,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.7394782270440543,-0.22671076286213027,0.015956179505652604,-0.48144606685284536,1.033595433928675,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,1.027565862316457,-0.3995009699520736,0.015956179505652604,-0.6099595407333779,-1.371777528751924,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,0.7027738514166093,1.673819220090229,1.4329031380017934,-0.7105279040313439,0.8488116005643095,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.022408916345393465,-1.4812451937249986,1.4329031380017934,0.6181377441463445,-0.6693481364788474,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.3470875595360234,0.936140702508453,0.015956179505652604,-0.5552487931375062,1.0475821785726311,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,0.827821089454041,0.026067623317158627,-1.4009907789904879,-0.38913659868783007,-1.2659989605584128,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.7215650253083261,-1.276705626659164,1.4329031380017934,1.5703739895763065,1.4692402465593395,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.27780993188613823,-0.7415278884629458,0.015956179505652604,-0.1879553550732155,1.5591546063626327,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,1.64071431854118,0.2714684129873419,0.7244296587537228,-0.7889709924263713,1.5359380245399732,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,1.532908321588104,0.4021954673962475,0.7244296587537228,-0.22184036565603407,-1.5625325291777896,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,1.2354138842930709,1.1075201558687946,1.4329031380017934,1.6865359788691199,0.07361851655471338,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.8278873640093647,1.3604517359577795,0.7244296587537228,0.13369789294956824,1.1529258835577803,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.4084454801387876,-0.6707643297347354,1.4329031380017934,-0.3557487024511492,1.0340802111972598,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.8450142379107844,0.5103860687231097,1.4329031380017934,0.7937842842643508,1.0996253618669114,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,0.292648406336939,0.9089259574786024,1.4329031380017934,0.21931090555967317,0.20047042450074767,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,0.40648209743781394,1.6671763789421246,0.015956179505652604,0.5241103746803114,-0.09231659214557603,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,1.0974867669190358,1.5902031992889214,-1.4009907789904879,0.746889167638091,-1.0951023468118326,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,0.6873121813475411,-0.2969465079083159,1.4329031380017934,0.6888123516835674,0.9794849625702516,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,0.9995821902394397,-0.1062190937050123,-0.6925172997424176,0.384856187150749,-0.06907750846341554,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,0.19810212069520935,0.46488827065290206,0.7244296587537228,0.08025028833898616,0.7131073690927875,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6,-0.24633119381841603,-0.4106967062597268,0.015956179505652604,1.1331827123452676,-1.3418939407303898,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,-0.5290440653289079,-1.2771970964750425,-0.6925172997424176,0.9565311100856555,-1.7011813039290897,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,-0.18812458750130462,-0.4425456198094567,0.7244296587537228,0.7706408684203947,-0.4902454833533923,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6,0.15880397030681567,0.889641183301857,-0.6925172997424176,0.32293097597925935,0.8861167460330289,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,0.7910690403109729,-0.33332626425245654,-1.4009907789904879,-0.18928893329008784,-0.12089235712660404,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,1.6685553959303288,0.38105976139956466,-0.6925172997424176,0.5997686573384667,-1.0906104243866404,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6,0.1111221549008603,0.00858912464245973,-0.6925172997424176,0.6075687714543179,-0.4644561030880397,1.0,0.0,0.0,1.0,0.0,0.0,1.0
