task_id,classifier__base_estimator__max_depth,classifier__learning_rate,classifier__n_estimators,classifier__algorithm_0.0,classifier__algorithm_1.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0
3,1.2373157784647724,-0.007271894206751553,-0.8669591960947227,0.0,1.0,0.0,1.0,0.0
3,1.58549233387155,-1.605057560116506,0.4058864175182337,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,-0.8097729516343392,0.5293138709594901,0.0,1.0,0.0,0.0,1.0
3,-0.5035669985691166,1.2778959516673483,1.3315923183276563,1.0,0.0,1.0,0.0,0.0
3,1.58549233387155,1.6598315328300732,-0.37324938232969723,1.0,0.0,1.0,0.0,0.0
3,-1.199920109382672,0.9199133005954477,-0.38096359816977576,1.0,0.0,1.0,0.0,0.0
3,-0.5035669985691166,1.1448786890089688,1.3007354549673422,0.0,1.0,0.0,1.0,0.0
3,-0.5035669985691166,1.3860931025863992,-1.3066694989791985,1.0,0.0,1.0,0.0,0.0
3,1.2373157784647724,-0.25938328139634803,-1.1600993980177066,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,0.4102333461715308,-1.1292425346573924,0.0,1.0,0.0,1.0,0.0
3,1.2373157784647724,1.5525537829131988,0.9304530946435731,1.0,0.0,1.0,0.0,0.0
3,0.192786112244439,1.1270382910271426,0.012461409674228882,1.0,0.0,0.0,1.0,0.0
3,0.192786112244439,1.598454686896358,1.3084496708074207,1.0,0.0,1.0,0.0,0.0
3,-0.5035669985691166,1.4355004958085993,0.1976025898361133,0.0,1.0,0.0,0.0,1.0
3,0.8891392230579946,-0.5035157953182592,-1.2680984197788059,0.0,1.0,1.0,0.0,0.0
3,0.5409626676512168,1.6302567496588494,1.7018746786514252,1.0,0.0,0.0,1.0,0.0
3,1.2373157784647724,-0.5899157028577438,1.431877124248677,0.0,1.0,1.0,0.0,0.0
3,1.2373157784647724,-0.5001049900630178,1.0230236847245153,0.0,1.0,0.0,1.0,0.0
3,1.2373157784647724,-0.03845783063976418,-1.3220979306593554,0.0,1.0,1.0,0.0,0.0
3,0.8891392230579946,0.35577341363555204,-1.3066694989791985,0.0,1.0,0.0,0.0,1.0
3,0.5409626676512168,1.2902289301004888,1.370163397528049,0.0,1.0,0.0,1.0,0.0
3,0.8891392230579946,1.1750737113412242,-1.4532395999406904,0.0,1.0,1.0,0.0,0.0
3,1.58549233387155,1.3846316212529852,1.177308001526086,1.0,0.0,1.0,0.0,0.0
3,1.58549233387155,-1.3697256545144743,-0.3346783031293046,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,0.1828352405944881,1.4550197717689128,0.0,1.0,0.0,0.0,1.0
3,-1.199920109382672,0.915549484944302,-0.041538101206320795,1.0,0.0,1.0,0.0,0.0
3,-0.1553904431623386,-0.34301742992379236,-1.5303817583414756,1.0,0.0,1.0,0.0,0.0
3,1.58549233387155,-1.5021420767080116,0.9304530946435731,0.0,1.0,1.0,0.0,0.0
3,-0.5035669985691166,1.6048059598063495,0.29788739575713435,1.0,0.0,0.0,1.0,0.0
3,0.8891392230579946,1.4759595276125517,1.5707330093700904,1.0,0.0,0.0,1.0,0.0
3,0.5409626676512168,1.5918455889035301,-0.8823876277748797,1.0,0.0,0.0,0.0,1.0
3,1.2373157784647724,1.4793656252045502,0.058746704714699845,1.0,0.0,0.0,0.0,1.0
3,0.192786112244439,0.9102246861701424,0.9613099580038872,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,-1.303019639639327,0.7838829936820813,0.0,1.0,0.0,1.0,0.0
3,-0.1553904431623386,1.2338856980552542,0.7453119144816889,1.0,0.0,0.0,0.0,1.0
3,1.58549233387155,-0.1246906026519999,-1.3529547940196696,0.0,1.0,0.0,1.0,0.0
3,1.2373157784647724,-1.5698683387084815,1.4704482034490698,0.0,1.0,0.0,0.0,1.0
3,-0.5035669985691166,1.1561641570480543,1.5244477143296193,1.0,0.0,0.0,1.0,0.0
3,1.58549233387155,-0.13150968755116776,-1.0829572396169211,0.0,1.0,0.0,1.0,0.0
3,1.2373157784647724,0.3986230387044733,0.15131729479564215,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,-1.1368929818556857,0.5138854392793331,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,0.135970418546981,0.02788984135438574,0.0,1.0,1.0,0.0,0.0
3,0.5409626676512168,1.2477028218439175,0.04331827303454279,0.0,1.0,0.0,0.0,1.0
3,0.5409626676512168,1.492068397406402,0.23617366903650613,1.0,0.0,0.0,0.0,1.0
3,1.58549233387155,0.1997584944303348,-1.021243512896293,0.0,1.0,1.0,0.0,0.0
3,0.8891392230579946,0.14515656803903557,1.501305066809384,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,-0.7020507241352267,1.7327315420117393,0.0,1.0,1.0,0.0,0.0
3,0.5409626676512168,1.234733830799876,1.6864462469712682,1.0,0.0,0.0,1.0,0.0
3,0.8891392230579946,1.352808268836351,1.41644869256852,1.0,0.0,1.0,0.0,0.0
3,1.2373157784647724,-0.3272764875161764,-0.604675857532053,0.0,1.0,0.0,0.0,1.0
3,0.8891392230579946,1.5724390002028228,0.5601707343198042,0.0,1.0,0.0,1.0,0.0
3,-0.1553904431623386,1.494196201362395,0.48302857591901893,1.0,0.0,1.0,0.0,0.0
3,1.58549233387155,-1.6717556059988472,-0.6355327208923671,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,1.6073991648599748,0.12817464727540676,1.0,0.0,0.0,1.0,0.0
3,-0.1553904431623386,1.651598437892643,1.5707330093700904,0.0,1.0,0.0,0.0,1.0
3,0.8891392230579946,1.5168240461051272,1.177308001526086,1.0,0.0,1.0,0.0,0.0
3,-0.5035669985691166,1.3513089570983585,0.051032488874621515,1.0,0.0,1.0,0.0,0.0
3,1.2373157784647724,-0.06634361181803534,-0.5583905624915818,0.0,1.0,0.0,1.0,0.0
3,0.192786112244439,0.22074497941056676,0.8687393679229448,0.0,1.0,0.0,0.0,1.0
3,1.2373157784647724,-0.7420032911007937,-1.7232371543434386,0.0,1.0,0.0,0.0,1.0
3,0.192786112244439,1.45603407133945,1.41644869256852,1.0,0.0,0.0,0.0,1.0
3,1.2373157784647724,0.28938504099424595,-0.8978160594550367,0.0,1.0,1.0,0.0,0.0
3,1.2373157784647724,1.4945133055438486,0.5215996551194114,0.0,1.0,0.0,1.0,0.0
