instance_count,log_instance_count,number_of_classes,number_of_features,log_number_of_features,percentage_missing_values,percentage_of_instances_with_missing_values,percentage_of_features_with_missing_values,percentage_of_categorical_columns_with_missing_values,percentage_of_categorical_values_with_missing_values,percentage_of_numeric_columns_with_missing_values,percentage_of_numeric_values_with_missing_values,number_of_numeric_features,number_of_categorical_features,ratio_numerical_features,ratio_categorical_features,ratio_features_to_instances,minority_class_imbalance,majority_class_imbalance,class_imbalance,mean_categorical_imbalance,std_categorical_imbalance,skewness_mean,skewness_std,skewness_min,skewness_max,kurtosis_mean,kurtosis_std,kurtosis_min,kurtosis_max,percentage_n_a,dataset_id,name,n_rows,n_columns,quality_AutoCorrelation,quality_CfsSubsetEval_DecisionStumpAUC,quality_CfsSubsetEval_DecisionStumpErrRate,quality_CfsSubsetEval_DecisionStumpKappa,quality_CfsSubsetEval_NaiveBayesAUC,quality_CfsSubsetEval_NaiveBayesErrRate,quality_CfsSubsetEval_NaiveBayesKappa,quality_CfsSubsetEval_kNN1NAUC,quality_CfsSubsetEval_kNN1NErrRate,quality_CfsSubsetEval_kNN1NKappa,quality_ClassEntropy,quality_DecisionStumpAUC,quality_DecisionStumpErrRate,quality_DecisionStumpKappa,quality_Dimensionality,quality_EquivalentNumberOfAtts,quality_J48.00001.AUC,quality_J48.00001.ErrRate,quality_J48.00001.Kappa,quality_J48.0001.AUC,quality_J48.0001.ErrRate,quality_J48.0001.Kappa,quality_J48.001.AUC,quality_J48.001.ErrRate,quality_J48.001.Kappa,quality_MajorityClassPercentage,quality_MajorityClassSize,quality_MaxAttributeEntropy,quality_MaxKurtosisOfNumericAtts,quality_MaxMeansOfNumericAtts,quality_MaxMutualInformation,quality_MaxNominalAttDistinctValues,quality_MaxSkewnessOfNumericAtts,quality_MaxStdDevOfNumericAtts,quality_MeanAttributeEntropy,quality_MeanKurtosisOfNumericAtts,quality_MeanMeansOfNumericAtts,quality_MeanMutualInformation,quality_MeanNoiseToSignalRatio,quality_MeanNominalAttDistinctValues,quality_MeanSkewnessOfNumericAtts,quality_MeanStdDevOfNumericAtts,quality_MinAttributeEntropy,quality_MinKurtosisOfNumericAtts,quality_MinMeansOfNumericAtts,quality_MinMutualInformation,quality_MinNominalAttDistinctValues,quality_MinSkewnessOfNumericAtts,quality_MinStdDevOfNumericAtts,quality_MinorityClassPercentage,quality_MinorityClassSize,quality_NaiveBayesAUC,quality_NaiveBayesErrRate,quality_NaiveBayesKappa,quality_NumberOfBinaryFeatures,quality_NumberOfClasses,quality_NumberOfFeatures,quality_NumberOfInstances,quality_NumberOfInstancesWithMissingValues,quality_NumberOfMissingValues,quality_NumberOfNumericFeatures,quality_NumberOfSymbolicFeatures,quality_PercentageOfBinaryFeatures,quality_PercentageOfInstancesWithMissingValues,quality_PercentageOfMissingValues,quality_PercentageOfNumericFeatures,quality_PercentageOfSymbolicFeatures,quality_Quartile1AttributeEntropy,quality_Quartile1KurtosisOfNumericAtts,quality_Quartile1MeansOfNumericAtts,quality_Quartile1MutualInformation,quality_Quartile1SkewnessOfNumericAtts,quality_Quartile1StdDevOfNumericAtts,quality_Quartile2AttributeEntropy,quality_Quartile2KurtosisOfNumericAtts,quality_Quartile2MeansOfNumericAtts,quality_Quartile2MutualInformation,quality_Quartile2SkewnessOfNumericAtts,quality_Quartile2StdDevOfNumericAtts,quality_Quartile3AttributeEntropy,quality_Quartile3KurtosisOfNumericAtts,quality_Quartile3MeansOfNumericAtts,quality_Quartile3MutualInformation,quality_Quartile3SkewnessOfNumericAtts,quality_Quartile3StdDevOfNumericAtts,quality_REPTreeDepth1AUC,quality_REPTreeDepth1ErrRate,quality_REPTreeDepth1Kappa,quality_REPTreeDepth2AUC,quality_REPTreeDepth2ErrRate,quality_REPTreeDepth2Kappa,quality_REPTreeDepth3AUC,quality_REPTreeDepth3ErrRate,quality_REPTreeDepth3Kappa,quality_RandomTreeDepth1AUC,quality_RandomTreeDepth1ErrRate,quality_RandomTreeDepth1Kappa,quality_RandomTreeDepth2AUC,quality_RandomTreeDepth2ErrRate,quality_RandomTreeDepth2Kappa,quality_RandomTreeDepth3AUC,quality_RandomTreeDepth3ErrRate,quality_RandomTreeDepth3Kappa,quality_StdvNominalAttDistinctValues,quality_kNN1NAUC,quality_kNN1NErrRate,quality_kNN1NKappa
699.0,6.54965074223381,2.0,9.0,2.1972245773362196,0.002543315848036878,0.022889842632331903,0.1111111111111111,0.0,0.0,0.1111111111111111,0.002543315848036878,9.0,0.0,1.0,0.0,0.012875536480686695,0.1552217453505007,0.1552217453505007,0.3104434907010014,0.0,0.0,1.47748866673108,0.7973552467075149,0.5928585326862844,3.5606578444952945,1.6841150960407207,3.9675429374848448,-0.7988441354436477,12.657878067025493,0.002543315848036878,15.0,breast-w,699,9,0.6318051575931232,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9293179372497983,0.9249080432694923,0.08869814020028613,0.8107527445175151,0.01430615164520744,,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9269600826251608,0.055793991416309016,0.876873811577773,65.52217453505007,458.0,,12.6578780670256,4.417739628040058,,2.0,3.560657844495268,3.643857160492903,,1.6841150960407236,3.1357041002822355,,,2.0,1.477488666731089,2.7510805456186183,,-0.7988441354436415,1.589413447782546,,2.0,0.5928585326862892,1.7150779425067932,34.47782546494993,241.0,0.9883078465880973,0.04005722460658083,0.9125445722405428,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,10.0,2.28898426323319,0.22889842632331905,90.0,10.0,,-0.3083522161398966,2.836909871244634,,1.0449923682055797,2.3263320694866376,,0.18462131150511896,3.2074391988555093,,1.233136557961704,2.85537923921701,,1.57850674634774,3.49121208503258,,1.618319946298536,3.0525465017834734,0.952780445378608,0.055793991416309016,0.8756551129599474,0.952780445378608,0.055793991416309016,0.8756551129599474,0.952780445378608,0.055793991416309016,0.8756551129599474,0.9516904855835366,0.044349070100143065,0.9017452695441621,0.9516904855835366,0.044349070100143065,0.9017452695441621,0.9516904855835366,0.044349070100143065,0.9017452695441621,0.0,0.9752215115330954,0.04291845493562232,0.9044446672195541
5404.0,8.59489469908009,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.000925240562546262,0.20651369356032567,0.20651369356032567,0.41302738712065135,0.0,0.0,0.7794652586095059,0.49289466325197434,0.20949485050057035,1.4823930527848386,0.33974898860958386,1.0962144187884015,-0.857283480990918,1.7651174033135275,0.0,1489.0,phoneme,5404,5,0.5918933925596891,0.8550177462963318,0.1815321983715766,0.5579430305860378,0.8550177462963318,0.1815321983715766,0.5579430305860378,0.8550177462963318,0.1815321983715766,0.5579430305860378,0.8731822577241406,0.7404866739285669,0.24740932642487046,0.4488154160690855,0.0011102886750555144,,0.8678687005272036,0.16894892672094744,0.5893493980716988,0.8678687005272036,0.16894892672094744,0.5893493980716988,0.8678687005272036,0.16894892672094744,0.5893493980716988,70.65136935603256,3818.0,,1.7651174033134938,6.1065877123851385e-09,,2.0,1.482393052784835,1.0000000160707985,,0.33974898860956887,-1.2287194680574282e-08,,,2.0,0.7794652586095029,1.000000004616722,,-0.8572834809909309,-6.698741675291565e-08,,2.0,0.2094948505005711,0.9999999984765442,29.348630643967432,1586.0,0.8173487304115306,0.24037749814951886,0.46338464605596114,1.0,2.0,6.0,5404.0,0.0,0.0,5.0,1.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664,,-0.6590595801379302,-3.821243527730011e-08,,0.34288338170102217,0.9999999997309185,,-0.3066496518690336,3.3308660617082098e-09,,0.4842310006900062,1.000000003087631,,1.6617568775963694,5.829015545010302e-09,,1.363664264477732,1.000000010267071,0.8756328290298097,0.1659881569207994,0.5893753379948957,0.8756328290298097,0.1659881569207994,0.5893753379948957,0.8756328290298097,0.1659881569207994,0.5893753379948957,0.8065602505421655,0.15562546262028126,0.6203230053600308,0.8065602505421655,0.15562546262028126,0.6203230053600308,0.8065602505421655,0.15562546262028126,0.6203230053600308,0.0,0.8367145868412517,0.12675795706883788,0.6877227093332758
84123.0,11.340035292518802,30.0,5.0,1.6094379124341003,0.013418446798140818,0.06665240184016262,0.6,0.6666666666666666,0.0002615218192408735,0.5,0.03315383426649073,2.0,3.0,0.4,0.6,5.943677710019852e-05,0.013127944426203502,0.048038647842014594,0.3607660703723243,0.5311300582006,0.3357668050057529,9.893282977064937,9.874320773459141,0.01896220360579457,19.767603750524078,472.15260935673984,472.5194062104556,-0.36679685371574156,944.6720155671954,0.013418446798140818,46653.0,wine_reviews,84123,5,1.0,,,,,,,,,,,,,,7.132413252023823e-05,,,,,,,,,,,12.620805249456154,10617.0,,,,,,,,,,,,,,,,,,,,,,,0.7952640776006561,669.0,,,,0.0,30.0,6.0,84123.0,5607.0,5644.0,2.0,0.0,0.0,6.665240184016262,1.118203899845068,33.33333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832.0,7.513163545234075,2.0,11.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.9090909090909091,0.09090909090909091,0.006004366812227074,0.010917030567685615,0.01091703056768556,0.021834061135371174,0.0,0.0,-0.20398743758182203,1.3121313422849987,-0.8686766167302397,2.469545099972338,1.9838811167737316,3.9799522074915363,-0.024258281714747643,10.306199652058993,0.0,41754.0,FOREX_eurjpy-day-Close,1832,11,0.5128345166575642,,,,,,,,,,,,,,0.006550218340611353,,,,,,,,,,,51.09170305676856,936.0,,,,,,,,,,,,,,,,,,,,,,,48.90829694323144,896.0,,,,1.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0,8.333333333333332,0.0,0.0,91.66666666666666,8.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973.0,6.880384082186005,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.009249743062692703,0.16906474820143885,0.1690647482014388,0.33812949640287765,0.007194244604316526,0.004940803392208283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40693.0,xd6,973,9,0.5853909465020576,,,,,,,,,,0.9158790625676119,,,,0.010277492291880781,31.060162692384107,,,,,,,,,,66.90647482014388,651.0,0.9999992380632182,,,0.03177732484719,2.0,,,0.999945054163524,,,0.029487259021736666,32.91108863073404,2.0,,,0.9997797891043911,,,0.02672927909217,2.0,,,33.093525179856115,322.0,,,,10.0,2.0,10.0,973.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,100.0,0.9999078037016704,,,0.028402708693915,,,0.9999809514999747,,,0.02919545937577,,,0.9999931425593067,,,0.03098839583932,,,,,,,,,,,,,,,,,,,,,0.0,,,
5124.0,8.541690663016626,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0039032006245121,0.0,0.0,0.0,0.0,0.0,0.10824688764151957,0.9812238104436213,-1.1687953268436297,1.7621452104644553,0.9315382097063806,1.4896193029236786,-1.2246871994480018,4.522439180359212,0.0,41146.0,sylvine,5124,20,0.500097599063049,,,,,,,,,,1.0,,,,0.004098360655737705,,,,,,,,,,,50.0,2562.0,,4.52243918035926,3150.841139734582,,2.0,1.7621452104644433,1563.3652459778548,,0.9315382097063746,857.3030347384856,,,2.0,0.10824688764152054,422.4360492351612,,-1.2246871994479995,14.055035128805615,,2.0,-1.1687953268436349,7.288302941592931,50.0,2562.0,,,,1.0,2.0,21.0,5124.0,0.0,0.0,20.0,1.0,4.761904761904762,0.0,0.0,95.23809523809523,4.761904761904762,,-0.4282019088024358,153.8578747072599,,-1.0537858531792559,25.373530509066324,,1.0269961764631916,218.46555425448867,,0.44240844499765697,90.67149673577157,,1.8263161641846049,2267.269613583138,,0.8898275839774077,980.4517672928455,,,,,,,,,,,,,,,,,,,0.0,,,
2000.0,7.600902459542082,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.8247387141611466,4.402675202756283,-11.931225666551244,22.715244189271676,37.83320299733372,111.72510330611576,-1.2530769733816014,606.0521321568486,0.0,44565.0,philippine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000,100,0.49374687343671836,,,,,,,,,,,,,,0.0505,,,,,,,,,,,50.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,50.0,1000.0,,,,1.0,2.0,101.0,2000.0,0.0,0.0,100.0,1.0,0.9900990099009901,0.0,0.0,99.00990099009901,0.9900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8237.0,9.016391478941248,7.0,800.0,6.684611727667927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,1.0,0.0,0.09712273886123589,0.047782364129335106,0.0531342317186678,0.19048197159159885,0.0,0.0,16.872148164418036,10.179920818394319,0.0,90.75791976461339,412.9645696891373,844.1165606334711,0.0,8237.000000000005,0.0,41164.0,fabert,8237,800,0.16682855755220982,,,,,,,,,,2.704628358293916,,,,0.09724414228481243,,,,,,,,,,,23.394439723200193,1927.0,,8237.000000001402,0.018199578657278323,,7.0,90.75791976462757,0.1106866779788992,,415.5618311337193,0.005029448735477116,,,7.0,16.97826230381708,0.05578013895062586,,45.63494128012219,0.0,,7.0,6.224812186661377,0.0,6.094451863542552,502.0,,,,0.0,7.0,801.0,8237.0,0.0,0.0,800.0,1.0,0.0,0.0,0.0,99.87515605493134,0.12484394506866417,,154.78472872479165,0.002987211560641019,,11.995388318925714,0.04364022616656093,,224.3963982490122,0.0046609727024401835,,14.372948103156379,0.055572935344425756,,360.40060628653123,0.006696875798227546,,18.292751296396823,0.06848731526788178,,,,,,,,,,,,,,,,,,,0.0,,,
846.0,6.740519359606223,4.0,18.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.02127659574468085,0.009850275807722611,0.00512214342001575,0.019700551615445185,0.0,0.0,1.0415777283622751,1.6518521241768302,-0.22634128032982512,6.7783936191089476,5.1531405165147595,14.822384535391619,-0.9784712963069739,58.37545547363182,0.0,54.0,vehicle,846,18,0.2579881656804734,0.8287300415025641,0.3191489361702128,0.5743705558785386,0.8287300415025641,0.3191489361702128,0.5743705558785386,0.8287300415025641,0.3191489361702128,0.5743705558785386,1.9990667655343635,0.6492864709981353,0.5957446808510638,0.2121027335369673,0.022458628841607566,,0.8316733859441372,0.3108747044917258,0.5850953729793031,0.8316733859441372,0.3108747044917258,0.5850953729793031,0.8316733859441372,0.3108747044917258,0.5850953729793031,25.768321513002363,218.0,,58.37545547363169,439.9113475177304,,4.0,6.778393619108969,176.69261361302284,,5.153140516514768,117.6349487785658,,,4.0,1.0415777283622756,22.770839172096306,,-0.9784712963069797,6.377068557919621,,4.0,-0.22634128032982506,2.5921383276847254,23.52245862884161,199.0,0.7665561841837499,0.5449172576832151,0.27869634693062273,0.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,94.73684210526315,5.263157894736842,,-0.7809324382806175,35.846040189125304,,0.2544045720298823,6.168386543971383,,-0.44165451580509285,87.88356973995272,,0.49824273394603363,8.06136271270135,,0.1641613631458576,178.1838061465721,,0.789303136311914,31.682749869316492,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.790527508168895,0.3132387706855792,0.5820719121901752,0.790527508168895,0.3132387706855792,0.5820719121901752,0.790527508168895,0.3132387706855792,0.5820719121901752,0.0,0.7865899875047911,0.3191489361702128,0.5741729817398842
100.0,4.605170185988092,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,0.06,0.06000000000000005,0.12000000000000005,0.0,0.0,2.0575220200276347,1.799832563601895,-0.43748078333247936,8.524530838456537,8.051761991600223,14.44084684972177,-1.7026347956325727,77.82555246861796,0.0,44573.0,arcene_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,100,100,0.3939393939393939,,,,,,,,,,,,,,1.01,,,,,,,,,,,56.00000000000001,56.0,,,,,,,,,,,,,,,,,,,,,,,44.0,44.0,,,,1.0,2.0,101.0,100.0,0.0,0.0,100.0,1.0,0.9900990099009901,0.0,0.0,99.00990099009901,0.9900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
