task_id,one_itemset,two_itemset,leaves,leaves_branch,leaves_corrob,leaves_homo,leaves_per_class,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level,nodes_repeated,tree_depth,tree_imbalance,tree_shape,var_importance,best_node,elite_nn,ch,int,nre,pb,sc,sil,vdb,vdu,cohesiveness,conceptvar,impconceptvar,wg_dist,cls_coef,density,f1,f1v,f2,f3,f4,hubs,l1,l2,l3,lsc,n1,n2,n3,n4,t1,t2,t3,t4,attr_conc,attr_ent,class_conc,joint_ent,mut_inf,ns_ratio,can_cor,cor,cov,eigenvalues,g_mean,gravity,h_mean,iq_range,lh_trace,mad,max,mean,median,min,nr_cor_attr,nr_disc,nr_norm,nr_outliers,p_trace,range,roy_root,sd,sd_ratio,sparsity,t_mean,var,w_lambda,attr_to_inst,cat_to_num,freq_class,inst_to_attr,nr_attr,nr_bin,PCASkewnessFirstPC,PCAKurtosisFirstPC,PCAFractionOfComponentsFor95PercentVariance,Landmark1NN,LandmarkRandomNodeLearner,LandmarkDecisionNodeLearner,LandmarkDecisionTree,LandmarkNaiveBayes,LandmarkLDA,ClassEntropy,SkewnessSTD,SkewnessMean,SkewnessMax,SkewnessMin,KurtosisSTD,KurtosisMean,KurtosisMax,KurtosisMin,SymbolsSum,SymbolsSTD,SymbolsMean,SymbolsMax,SymbolsMin,ClassProbabilitySTD,ClassProbabilityMean,ClassProbabilityMax,ClassProbabilityMin,InverseDatasetRatio,DatasetRatio,RatioNominalToNumerical,RatioNumericalToNominal,NumberOfCategoricalFeatures,NumberOfNumericFeatures,NumberOfMissingValues,NumberOfFeaturesWithMissingValues,NumberOfInstancesWithMissingValues,NumberOfFeatures,NumberOfClasses,NumberOfInstances,LogInverseDatasetRatio,LogDatasetRatio,PercentageOfMissingValues,PercentageOfFeaturesWithMissingValues,PercentageOfInstancesWithMissingValues,LogNumberOfFeatures,LogNumberOfInstances
3,2.6382851916762937,2.0956812777688043,-0.40886918257314386,-0.5710545852212316,0.7086083941255906,-0.1459598749687369,1.020330463661752,-0.40886918257314386,-0.2631074625354327,-1.1633526441220077,-0.4532326383919944,-0.26678058108495917,-0.5615589436911822,0.10106671464482618,0.2351131335873285,-0.3285673114264165,0.4104167929443666,-0.07500943482575403,-0.3905864505196483,-0.15062044089577406,-0.6145941498044382,0.41467977596000366,0.0,-0.3506448870259529,-0.17872839651804534,-0.0014105209948520468,-0.39939559746021847,-0.3296436467183839,-0.3670092809145966,0.149466993988236,-1.209663167349001,0.4786886644847455,0.7040258659151475,-0.2186042325775448,-0.431393055780523,-0.5142347392932156,0.4089578764900306,0.740533376483354,-0.5335940779448523,-0.5584405566300237,-0.46896625527693153,0.4560091544642445,-0.4519855184817121,0.36358297356873204,-0.41281230320637496,-0.09455012627357734,-0.44999526952819724,-0.3860461957437423,-0.2578133433244368,0.9573955918843046,-0.5756251171586981,-1.7270428904167507,-0.4308013945714073,-1.5327279606087245,-0.7268394436338238,-0.1358408680267584,1.3106367620211885,-0.6774300935608247,-0.1196014706542304,-0.12492545643987715,-0.30868862529014224,-0.144664428804625,-0.3215535781899354,-0.12460499302905505,-0.31248955366716513,-0.12303621873241967,-0.20323376802702267,-0.12994071716968023,-0.1268603869604694,-0.29395196775760307,-0.59138344115366,-0.5462927229549638,-0.2420458801281147,-0.32737211222559953,-0.4245048421307525,-0.2031341294016616,-0.36050795660634455,-0.15386241416156557,0.0,2.426319802940839,-0.1270058531647108,-0.12492545643987715,-0.15738674506874456,-0.3102659209430983,0.0,0.9501463250677837,-0.3182749452140456,-0.3329812860218252,-0.06755754764669418,-0.39594683023112925,-0.26437456318657687,-0.7633318082869381,0.5663233200809538,0.09751609387924537,0.3672629590208605,1.1720230696346987,-0.3586558000466663,0.7872560820536043,-0.6460933640521664,0.6863928266534747,-0.6156019159981997,0.8885837682042274,-3.0,0.08395909215958314,-0.05696187217680334,0.12636176472925176,-0.4794873186508353,0.0,0.0,0.0,0.0,0.0,-0.7876654179422885,0.9501463250677837,0.1756214967699279,2.053838784638215,-0.31822600718994276,-0.3100149317777201,-0.12469755034773344,-0.3146990419301608,0.040306804705252504,-0.3682173496369862,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,-0.33301366197256194,-0.545090970585553,-0.399271893709216,0.008963180022733176,-0.008963180022733176,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,-0.05505533501374222,-0.048935036172129714
6,-0.4875142309008844,-0.501193625561814,0.15743079571931018,0.9893251566395863,-0.7156304853417773,-0.1459598749640175,-1.5178150994975168,0.15743079571931018,0.4658535242478208,0.01545567770777867,0.35745929326681675,0.4611498570842104,0.9843863156477065,-0.7784553263143162,-0.8584933583312613,0.23416028682294407,-1.6879573569791868,-1.972560338591366,-0.044088395775940085,-0.15058614510781643,2.57425456669494,0.16347615947610128,0.0,-0.48572757614604656,-0.35030983221463935,-0.0014198239824004027,2.786841183760578,1.5710201303697948,3.0,-0.6610761879916831,1.0761154140043498,0.46236243542961847,-0.8009503822368708,-0.683396492423959,-0.4104205562460917,3.0,-0.6101631391160007,0.6625658173662693,-0.705945240495466,-0.6783124929340953,-0.7052029810801606,0.48971114450963266,-0.7901336951087452,-0.6158807193304402,-0.6131888358550989,0.8568317357705101,-0.4860941932801381,-0.4751435756371371,-0.46596376363128383,1.3265064116767316,-0.48846853470655344,0.3188607943498833,0.5816847605950675,1.7513075614585119,1.019057445010723,-0.17669419354670424,-0.8726152820114942,-0.19965305118800794,-0.11960146970068417,-0.12492545624227332,-0.30713943452124043,-0.1446294878460604,-0.31970807895312703,-0.12445570992044509,0.4402605799832425,-0.1228410565665238,-0.20316148161293957,-0.1295614651862376,-0.1263212500801385,-0.29345717601658694,-0.12387488258482764,1.7857078335326284,-0.2420458801281147,-0.3608513273289972,3.0,-0.20306208448804114,-0.19487907178667369,-0.1537492318352435,0.25309808664529315,-0.38234381765682246,-0.12649627734224275,-0.12492545624227332,-1.2493485811086134,-0.3965172117666661,-0.2745976360917854,-1.5897960202910926,0.5839351588415137,-0.3747526120843244,-0.22763338232782043,-0.42783195132858287,-0.25773660796635706,0.986428879817028,0.8448326253844545,-1.5834329619494636,-1.6925314324841358,0.46585905013898277,-0.27830118125464093,-0.6593667995350617,2.3320099088293778,-0.5362549723958575,-0.5703111884469607,-0.5458529716194518,0.3244652562854567,-0.22027918959861084,-0.24465341193029472,-0.23986222678752714,0.18260021730188802,0.0,0.0,0.0,0.0,0.0,-0.9362042705098539,-1.5897960202910926,-1.4626661212808958,-1.105114002601407,0.5839557552446603,-0.39618880698569536,-0.12469755034773344,-0.3146990419301608,-0.15681628547590692,-0.33289791693242266,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,-0.3747854105126742,3.0,0.3501289460740588,1.4676908331746348,-1.4676908331746348,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,-0.5556364228581342,1.1814128052962765
11,0.29389066991707835,0.6226347889179435,-0.3910407538772985,-0.8124570103147717,-0.05314344663392234,-0.14595987496873697,0.10377789918757105,-0.3910407538772985,-0.09846070770918879,1.2788581405952653,-0.37465375704039683,-0.10376324454173733,-0.8174065893362488,1.1994760434840546,0.23400520510068343,3.0,0.36052223486275964,-0.3093793685656489,-0.4365457336430353,-0.15061770072747788,-0.35022987474635175,-0.5368739278544037,0.0,-0.053950599285339414,-0.3981017489712729,0.00045690806539685043,-0.4241677141233589,-0.33337268819814786,-0.3777651099445942,-0.6831648706207611,0.07346665684249085,0.4263453590285854,-0.0020991739831042115,0.37715143250617794,3.0,0.2003153308899985,1.5504039179261484,-0.23236811750717762,-0.006840211352847013,0.0014131792910598324,0.16095956660589666,-0.24112568651532504,0.022642275124567842,0.48031871390823394,0.05201075891518524,-0.04492734161670462,-0.4504542812035678,-0.42959943366308123,-0.2910893442346989,2.1534181590128574,-0.8209039369000901,-0.24695247156001596,-0.1735508136720018,-0.39516167558975374,-0.3036596838800285,-0.1585132562251717,-0.047699148272331376,-0.9736676945157776,-0.119601470600087,-0.12492545636763022,-0.2985817465453756,-0.14466037676025087,-0.31113597035065155,-0.12449115012004804,-0.3090945037749292,-0.12289428261176813,-0.20321287222530035,-0.1297594736554802,-0.1265877274789649,-0.28405613293728066,-0.654780495304084,-0.3908260191891243,-0.2420458801281147,-0.4142756067493127,-0.4076540180844374,-0.2031184532645184,-0.3396407306864072,-0.1537986835432289,-0.3550238506059993,0.4855067264052858,-0.12675735414337164,-0.12492545636763022,-0.2642754855076078,-0.35031860105815177,-0.2745976360917854,0.032944922577078456,-0.2659513632703599,-0.39981540772182395,-0.22763338232782043,-0.4353562425852102,-0.260126863876575,2.0249047353584064,-0.16930277029843036,0.36525616101507424,0.0797025975313949,-0.11166613846677273,1.0527890640220052,0.3262746496996059,-0.38898318883735616,-0.5913135270924413,-0.6262113032135744,-0.5759141097275652,0.3479259441897306,-0.22067174071986068,-0.2480959951881427,-0.24024975425169987,-0.19164650841502354,0.0,0.0,0.0,0.0,0.0,0.3260732014067,0.032944922577078456,-0.03331357675464681,-0.8064676836616506,-0.2658051981536388,-0.3500716426915409,-0.12469755034773344,-0.3146990419301608,-0.15681628547590692,-0.3593874914608453,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,-0.3998484596367416,-0.3969907823509876,-0.5139296870371617,0.3207678396364146,-0.3207678396364146,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,-1.4113854447651168,-1.143805707587871
12,-0.6158732573196719,-0.7184073696054398,-0.3944409284721671,-0.437858765178965,0.02319751488771739,-0.14595987496873652,-1.1793956910762806,-0.3944409284721671,-0.2690410662399228,-0.6580212180776825,-0.41685772582714403,-0.26821245378353287,-0.4377657872682652,0.06289974024853155,0.058365360975598905,-0.6711634475679039,-1.231306995621521,-1.0065741833694513,-0.17291452610440464,-0.14558560442931537,1.3847494859823017,-1.2649793926262647,0.0,0.2531017339912825,-0.6780340451707202,0.0012750205567625757,-0.4760924357789455,1.251781022367597,-0.40884949693071054,0.5698901725802588,-1.1690305728820323,0.47423367881542267,-1.564075767830809,-0.9447518242350819,-0.431393055780523,-0.4741134685804443,-1.057475661967619,0.4240755977115186,-0.8736612135739522,-0.813839106525217,-0.9899375308604107,0.029904082229653583,-0.9319571958667543,-0.1576916737931191,-0.6621122544068202,-0.8687398986339957,-0.3570401295732109,0.39581585650663376,-0.3033093294076866,-0.9704706642569517,-0.4259530747004494,0.7851139103204922,0.466248248491061,1.1652544504397457,1.6044790948314236,-0.17772012412291455,-0.03901762051889423,0.14168254557448448,-0.11960073925483584,-0.12492528388190309,0.9063460287540805,-0.13773680258380966,1.1506530622464184,-0.11996350835886921,0.28766319420334796,-0.11831125727156365,-0.20079807695381108,-0.10861879479845167,-0.09603582453442713,1.598653930059114,-0.18708824637317348,0.697440907171752,-0.22672180594106328,0.028077426850899135,0.455027959261644,-0.20169714048691018,1.9453820654275813,-0.15099640069022705,0.0,-0.6660515173025661,-0.0981786430483352,-0.12492528388190309,-1.2065350039449692,0.48695789621626084,-0.2745976360917854,-1.2511370409099087,-0.3800465066654362,0.042960648540667605,-0.22763338232782043,-0.42892279240696213,-0.2620259619555415,-1.5520676559507853,0.9136185195694279,-1.13932953501298,-1.3147114587629891,0.4978753718953785,1.211875092939326,1.0364262528748929,1.2233322467166103,-0.5399916311429019,-0.6209077834993558,-0.5535624563457947,0.26673490974142705,-0.2203565196361291,-0.24640233569560546,-0.2399059117378554,-0.22949127284158713,0.0,0.0,0.0,0.0,0.0,-0.9442110133329386,-1.2511370409099087,-1.260757104221196,-0.6517731875201938,-0.38000587654684936,0.4866254809309759,-0.12469755034773344,-0.3146990419301608,-0.15681628547590692,0.10859499187462161,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,0.04293207488844872,0.6397105352909698,-0.4526093969453977,-1.2378300099212012,1.2378300099212012,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,1.0509842308154365,-0.36342893564413564
14,-0.6315520497576681,-0.745315616828265,-0.3668257538524671,-0.23002507661874116,-0.3434517276729783,-0.14595987496873014,-1.1793956910762806,-0.3668257538524671,-0.2563500095428836,0.020272223973812512,-0.3660787665837869,-0.25909884235759817,-0.23442125871134928,-0.21232448590020256,-0.33753974968925105,-0.5377473182892524,-1.215157554794604,0.4192290755610458,-0.32570505997753113,-0.15062845270501968,1.3840966667456978,-1.474160473717493,0.0,0.14377379743878593,-0.42972217713201977,0.002464767179543084,-0.39511344960321687,1.304423790001277,-0.28578934669990147,-0.13212392477750642,-1.2149132631865378,0.4771415813023006,-0.3496683247624094,-0.8500983185186285,-0.43139062382179766,0.0833122049347821,-1.057475661967619,0.5922934025632782,-0.843102306710237,-0.7933935214155333,-0.8760473385180757,0.24947851761560855,0.12870092694851476,0.6548461282261065,-0.042982143702657655,-0.7413449459073935,-0.38426498600232684,-0.17290765328873872,0.2539327137657494,0.9783330443773101,-0.6886503099635084,0.8396781418296796,-0.18984770959410832,1.3952978187226055,0.41949106007886033,-0.16894482945391545,-0.9275599270199365,-0.38897981582187335,-0.11960147066541155,-0.12492545644465441,-0.30824725506105877,-0.14466528400531392,-0.321146050572595,-0.12462217608009349,1.4717144710759391,-0.12302949115251777,-0.2032370418354443,-0.12995001551188629,-0.12686610513128302,-0.2939135221546907,-0.6280146167680993,0.697440907171752,-0.2420458801281147,-0.1742225112206953,2.1061581810027104,-0.2031374244061342,1.0220131335473972,-0.15387806515908128,1.1402309077416743,-0.7878153982384067,-0.12701480912989296,-0.12492545644465441,-1.2493485791288663,-0.08993816310094863,-0.2745976360917854,-1.2511370409099087,-0.36679459845933127,-0.2494386338968268,-0.22763338232782043,-0.5280543265824506,-0.2596009946647778,1.04108550379289,-0.14556250593370487,-1.324666815729716,-1.3095097152055617,-0.4780067431793795,0.34773669666085893,-0.01655715872984372,1.2233322467166103,-0.5613945018632954,-0.5213936115216268,-0.5492397191650102,0.33880560457204445,-0.22030144489364575,-0.24565580594886158,-0.2398722740482899,-0.11730486125850537,0.0,0.0,0.0,0.0,0.0,-0.9442110133329386,-1.2511370409099087,-1.260757104221196,-0.6517731875201938,-0.36675424374531645,-0.08983907274595496,-0.12469755034773344,-0.3146990419301608,-0.15681628547590692,-0.20045004429030938,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,-0.24947016489233734,0.6397105352909698,-0.4526093969453977,-0.6617076561195574,0.6617076561195574,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,0.4061944626154376,-0.36342893564413564
15,0.33701796637669784,0.6965321124547091,-0.4174325852565167,-1.2743888806409427,2.2668871133443904,-0.14595987496873705,1.020330463661752,-0.4174325852565167,-0.25423902189426717,-0.863251851152997,-0.46475546809788715,-0.2582265726107471,-1.2594807061736115,1.7183100646674705,2.360805817598044,0.9946322237112559,1.3675907175903006,1.2522415264620657,0.5901159461050764,-0.15057598628731045,-0.6767912486091222,-3.0,0.0,2.681204447710564,-0.8350450164903414,-0.00017628088582105847,-0.4233837602166944,-1.3514812344036575,-0.412276730876697,-0.6867252832149475,0.28722014591913914,-1.0610758272624132,-1.7021403169159566,-0.679968919043533,0.1934360815646118,-0.46478422161435873,-0.33688826771398356,-2.22593504423161,-0.4550387323970949,-0.44891152827672,-0.8452543675743792,-3.0,-0.9865792544118978,-2.054071448033853,-0.674692104344691,-0.7359399136270156,-0.43005772536713355,-0.37701778051532253,-0.1823456890470894,1.4183854947140788,1.906453610202723,-0.6389127432396409,2.5729774606987514,-1.110531282652104,0.99918953551951,-0.18026504709166322,1.72992670688539,1.9645916634281717,-0.11960146571018906,-0.12492545613729901,-0.29979378081208313,-0.14457416901051498,-0.3131141307907183,-0.12442017596370034,-0.26180914909547726,-0.12298259842017355,-0.2031867524731475,-0.1297453006365411,-0.12671262193659666,-0.28405613293728066,2.581880915572086,-0.5462927229549638,-0.2420458801281147,-0.39789216106041597,-0.35754039262411486,-0.20309232636927982,-0.015757226663420255,-0.1537184631833056,-0.15036321814686301,-0.14887092702162397,-0.12682021262097795,-0.12492545613729901,-0.7801041610359647,-0.2969813502308726,-0.2745976360917854,0.9501463250677837,-0.3269076168454511,-0.38937257620619914,-0.22763338232782043,-0.215380000598011,-0.2576587231470715,1.1018150859882923,0.8310027499253501,1.369005067583051,1.2813791353105894,0.8569864233613494,1.3990669196196355,0.8959915523143044,-0.70181970375936,-0.4951692328240215,-0.34204805738379324,-0.4838297447509259,0.39268888064118807,-0.2183684219013372,-0.24297807326786502,-0.23865815963559386,0.04250218786662287,0.0,0.0,0.0,0.0,0.0,0.14959885451115015,0.9501463250677837,0.6281102395680299,1.1012753666182074,-0.32685849941494133,-0.2967442534464311,-0.12469755034773344,-0.3146990419301608,-0.15681628547590692,-0.3483501687406692,-0.20140571135181923,-0.09643198155283317,-0.17269878449491957,-0.3894055225017135,-0.545090970585553,-0.5106295405158595,-0.06478513356446909,0.06478513356446909,-0.09111509858579635,0.34117947843441926,-0.11636558025223862,-0.9108043569207243,-1.0687307887979764
16,-0.6315520497576681,-0.745315616828265,-0.3773501037889651,-0.544396562759865,-0.25293491534580365,-0.14595987496873639,-1.1793956910762806,-0.3773501037889651,-0.25675910664130697,-0.2382304884692653,-0.3715762076948846,-0.2589571527860802,-0.5498313248772962,0.18745356205121413,-0.09626357394504276,-0.49915193803364244,-1.2272197914616223,0.4504713334961259,-0.3212231495890116,-0.15052683602032257,1.3844998743505263,-1.769599921214533,0.0,0.2550467482984537,-0.6466423343732286,0.006196638185911021,-0.34147931584771896,1.313270171163305,-0.20328584584039855,-0.2853700588419309,-1.2269635569223178,0.4774559491387189,-0.35418938195724964,-0.8919118776741207,-0.4313930238151714,0.6171191454883741,-1.057475661967619,0.7072508994045561,-0.8736612135739522,-0.813839106525217,-0.9852877589679552,0.19837680844704467,-0.8997637785888926,0.4163998253451222,-0.6451165258776859,-0.9044384842881537,-0.47081578963256454,-0.22165538269977092,0.058144968866975615,0.7063226011746371,-0.7400270222374917,0.8396762592839025,-0.23187395325590351,1.4076925539528025,0.34691571056710224,-0.16783650204446562,-1.3245666502221913,-0.5838059632923643,-0.11960147010561195,-0.12492545619996923,0.0,-0.14453911626572932,0.0,-0.1244294492742338,0.8600594944994895,-0.1228276233358307,-0.20320448001002234,-0.12995557166120134,-0.12687406022753595,-0.35813341730688386,-0.6522856381014562,0.697440907171752,0.07465165307094856,-0.20342778397046773,1.981342678669722,-0.20307094311647494,0.5286325814892129,-0.15375666570493257,0.7791066464930013,-0.7877525637058891,-0.12702227431365332,-0.12492545619996923,-1.2493485005901739,-0.1393863967567097,-0.2745976360917854,-1.2511370409099087,-0.36296101072827947,-0.2745014295343263,-0.22763338232782043,-0.3667291607120223,-0.2560269405056061,1.1162383617597003,0.8710077886583824,-1.3211365818113017,-1.3095097152055617,0.06996491765124188,1.2541570939804743,0.8619493503706198,1.2233322467166103,-0.5715625748298815,-0.6270360006448457,-0.5650701186425816,0.3222858551004271,-0.22052443450890055,-0.24593891513488267,-0.24003425328853473,-0.04058396702451151,0.0,0.0,0.0,0.0,0.0,-0.9442110133329386,-1.2511370409099087,-1.260757104221196,-0.6517731875201938,-0.362920735684873,-0.1392503202039776,-0.12469755034773344,-0.3146990419301608,-0.15681628547590692,-0.22693961881873204,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,-0.27453321401640474,0.6397105352909698,-0.4526093969453977,-0.566923067486489,0.5669230674864894,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,0.3001125990488487,-0.36342893564413564
18,-0.2999819568042923,-0.10695772354403627,-0.3224975517267727,0.3386386876342518,-0.5213577527991988,-0.14595987496701007,-1.1793956910762806,-0.3224975517267727,0.07513472585239975,1.1090768110844864,-0.33396917443916035,0.07332418683940337,0.3347268804831755,-0.7483387896183452,-0.6468895654426969,1.8637430087264686,-1.1713945639117855,-0.05952239300997134,1.1393533248510173,-0.13434159615402272,1.3843219062749375,-0.6780813909617177,0.0,-0.5836445816733628,1.8830616584831532,-0.001510139166609349,-0.18530270249051667,1.1047769226241353,0.0232935341141533,-0.7543326435180447,1.1721687678209174,0.12202833486380421,-3.0,-0.5806504662613693,0.0,-0.1334853609563529,-0.6496565524853628,0.046257665643789726,-0.48959471680096217,-0.4177362872025389,-0.5986407709006031,0.08117046531096779,0.6242496000470308,0.0,0.741249329855948,0.8076936825759633,-0.4315912963421835,-0.45726940818642503,-0.46897588278357233,-0.6029543321075626,2.5008546254596857,-0.004745399801444156,3.0,0.2709444015583751,3.0,-0.18303442123831995,-0.9977433641533966,1.8144266450007005,-0.1195949083959,-0.12483675100856464,3.0,-0.12121474645546348,3.0,-0.057809280410599226,3.0,-0.0557979756431057,-0.1878772733821718,-0.05941596543261761,-0.039335307308720355,2.324806218181862,2.3071139756559793,0.2310407958742336,-0.2420458801281147,-0.4100016643956874,1.2497751081683117,-0.18915623957006875,3.0,-0.11715828343288281,0.0,-0.01881207058763845,-0.03995502154401919,-0.12483675100856464,-1.2493485789414793,-0.3783861927595534,-0.2745976360917854,-1.2511370409099087,-0.12826025074944183,-0.395638275115574,-0.22763338232782043,-0.43913803764115794,-0.26348031422949486,-0.05204697572435023,-0.8547268132389627,-1.2116993303404677,-1.342454091069269,-0.865896795228021,-0.46354919831617164,-0.3991819449234255,1.2233322467166103,-0.5508328667722128,-0.523920914199721,-0.5497965911418923,0.3431749074585404,-0.22045098358109175,-0.24678239396910875,-0.24009169698200603,-0.08037281238929499,0.0,0.0,0.0,0.0,0.0,-0.9442110133329386,-1.2511370409099087,-1.260757104221196,-0.6517731875201938,-0.12822485331772374,-0.37807134958442035,-0.12469755034773344,-0.3146990419301608,-0.15681628547590692,-0.35497256237277486,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,-0.3956712847827304,0.6397105352909698,-0.4526093969453977,0.7386719430862343,-0.7386719430862343,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,-1.1610949008429206,-0.36342893564413564
22,-0.6315520497576681,-0.745315616828265,-0.35218161565022876,0.0708487796845732,-0.42598748068685616,-0.14595987496864044,-1.1793956910762806,-0.35218161565022876,-0.24042213874914664,0.3799665965014453,-0.36557391355867386,-0.24478312244674275,0.06713745113848976,-0.5517855973073711,-0.46055248001983873,-0.4107384073771754,-1.2317057472468773,0.3209438228400099,-0.2699752057472816,-0.14876414710054653,1.3855998961679648,-0.8895518285730284,0.0,0.11216257224800971,-0.2274938265852376,-0.0015101340184310603,-0.3462185646045608,1.2811963475685364,-0.21692709259211776,-0.31995582485472407,-0.803362602755705,0.47134385943418194,-1.0075168105462087,-0.7602483475145057,-0.4304893169091059,0.8263472077533205,-1.0538572909718211,0.3821094306897148,-0.792957760912189,-0.7190111946409874,-0.8051600643231734,0.3015556997329858,0.06776338710113373,0.8709317112935154,0.016502906149310433,-0.09527054279391066,-0.4564931244468733,-0.2907146660320658,-0.2912608527985298,-0.253422841744207,-0.5686089094512898,0.839677540174997,0.011601189971632179,1.3351848507648065,0.7930801046882255,-0.17304923960409174,-1.9713522577029539,0.17884106483161585,-0.1196010777852918,-0.12492534723367366,-0.009717496150168052,-0.14247389946532282,-0.03385341930058483,-0.12082660963000824,0.6157149637373023,-0.11912328294902391,-0.20210480163171451,-0.12402026860254439,-0.11878332828073612,-0.14347248982523392,-0.13289606466959414,0.697440907171752,-0.2420458801281147,-0.283920364963743,2.029357822014497,-0.20208431317919123,0.19465633206626984,-0.15155137177157585,0.0,-0.7878251042948453,-0.11934481571248592,-0.12492534723367366,-1.2493485732985332,-0.2094380611023705,-0.2745976360917854,-1.2511370409099087,-0.3541791040819693,-0.31000705668745066,-0.22763338232782043,-0.37860336552596424,-0.2552311574961837,-0.7149039047933151,-0.2003477313907635,-1.1746318741971202,-1.3181792878012741,-0.8535828253217149,0.17860869249626593,0.001808831007447544,1.2233322467166103,-0.5330027489184788,-0.4740305075724273,-0.5294378815917476,0.34834115270152527,-0.21985057449195566,-0.2445960205279437,-0.23960018431686986,-0.06042697833774157,0.0,0.0,0.0,0.0,0.0,-0.9442110133329386,-1.2511370409099087,-1.260757104221196,-0.6517731875201938,-0.3541390115464103,-0.20924958743617636,-0.12469755034773344,-0.3146990419301608,-0.15681628547590692,-0.2644665160673308,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,-0.3100392002755002,0.6397105352909698,-0.4526093969453977,-0.39663897162342904,0.39663897162342904,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,0.10953252178718388,-0.36342893564413564
23,0.5379634751060217,1.0346862954107086,-0.281479572487088,0.16442276368983388,-0.5886233726678892,-0.14595987496871435,0.10377789918757105,-0.281479572487088,-0.11008232875704878,3.0,-0.20049355189527185,-0.11493699119165374,0.15795424762575613,-0.3842238445073047,-0.6995153740100816,0.12552143869604146,-0.3986979298218771,-0.7894993003651923,-0.47326995889972434,-0.1505944004807955,-0.1487140447149958,0.8984906461130434,0.0,-0.851137623602683,0.34674187375428955,-0.001510139166609349,-0.43127484767768126,0.3094139441149928,-0.36871392020147253,-0.22411948862560466,0.3028769993529731,0.4531654964640264,0.7056193711169196,2.171359248553374,2.6487950667549374,0.04859468184337017,1.4119655968227782,0.2914096142024632,1.915636743711441,2.6868449999656066,2.2499677386294596,0.48478322670157536,2.2848246779849353,0.0,1.7893497962118878,2.114660769640505,-0.4599832899990348,-0.38230827711097043,-0.44311712402335673,-0.786712498182257,-0.4590578161975853,-0.8547166351009283,-0.520554592600245,-0.6306384457660341,-0.6509563989290785,-0.12034228256882466,-0.3763998101295131,-0.4398515055401381,-0.11960147054010281,-0.12492545628747023,-0.30179647876342525,-0.1446628119861106,-0.31335021085426623,-0.12453943504807849,-0.33305194233493896,-0.1229731360121301,-0.20321635485892073,-0.12980578504448934,-0.1266738615876765,-0.28515567013953874,-0.5178079430029342,-0.3908260191891243,-0.2420458801281147,-0.380796391645915,-0.5612358980018817,-0.20312135625287828,-0.5074296875117699,-0.15382742677248754,0.029186629417055722,1.063511296859353,-0.1268287278775534,-0.12492545628747023,1.1508050577011484,-0.3527290903909986,2.039076334523735,0.032944922577078456,-0.26014828956258174,-0.38937257620619914,-0.21383374140703368,-0.31612428181489044,-0.2558342804929333,0.12103233353254599,-2.2075155742401926,-0.28503368565565107,-0.5037006814678224,-1.8706712348281302,-1.4067085740568745,-1.8169055552289985,-0.21122695652992293,-0.3353420430696155,-0.3804673975462748,-0.389788714628564,0.10164872891192162,-0.2140249849627777,-0.23853908872986143,-0.2344072344358663,-0.4811068289340282,0.0,0.0,0.0,0.0,0.0,-0.3621660873690641,0.032944922577078456,-0.14823437961916353,0.25110730119861185,-0.2600430095934523,-0.35246002070852084,-0.06697514470684436,-0.13102391371784858,-0.11848679571845926,-0.36380242054891576,-0.21670739172359893,-0.24415757031462018,-0.19892805275308006,-0.3894055225017135,-0.3969907823509876,-0.47611179176602286,0.3463458793305899,-0.3463458793305899,-0.22056771184056798,-0.32826348074872463,-0.25237653008429606,-0.9108043569207243,-0.5686260139576356
