task_id,classifier__max_features,classifier__min_samples_leaf,classifier__min_samples_split,classifier__bootstrap_0.0,classifier__bootstrap_1.0,classifier__criterion_0.0,classifier__criterion_1.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0
3,1.0557368209641982,-1.4750618817707568,0.7278109044338698,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,0.8713603761909402,-1.3015121363393587,-1.2759108783015327,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,0.3585160598598542,-1.4750618817707568,-0.1829717240822224,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,-0.6105952555240695,-1.4750618817707568,-0.9115978268950959,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,1.4994402971664764,-1.4750618817707568,0.18134132732421443,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,0.5518212390097238,-1.4750618817707568,-0.5472847754886591,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.11484065379234715,-0.9544126454765618,-1.0937543525983144,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,0.49450361174048235,-1.6486116272021551,0.7278109044338698,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-1.3137567804102892,-1.4750618817707568,-1.0937543525983144,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.301738099364056,-1.6486116272021551,1.2742804815435247,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.08740383120964498,-1.3015121363393587,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,1.6603335195344373,-1.6486116272021551,-0.0008151983790039855,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,1.125350684012197,-1.4750618817707568,-0.7294413011918774,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.4574276506342768,-1.6486116272021551,0.18134132732421443,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-1.072932625194348,-1.4750618817707568,1.2742804815435247,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.6028738702544317,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-0.6703351511809946,-1.1279623909079601,1.6385935329499615,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,0.3442728600728771,-1.6486116272021551,0.9099674301370881,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.3718784499501187,-1.6486116272021551,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-1.2718307390105885,-1.3015121363393587,-1.4580674040047512,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.23901517968642855,-1.3015121363393587,-0.7294413011918774,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.5610320045128971,-1.4750618817707568,-1.2759108783015327,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,0.7140641987809112,-1.4750618817707568,0.36349785302743287,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.02204952750699839,-1.6486116272021551,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-1.2702846481452041,-1.6486116272021551,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.37152522355304207,-1.6486116272021551,-0.7294413011918774,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,1.4454038390717645,-1.6486116272021551,-1.6402239297079697,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,1.6955134614717011,-1.6486116272021551,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.5841168407549643,-1.6486116272021551,-0.36512824978544084,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,0.9979765627448176,-1.6486116272021551,1.456437007246743,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-1.0168922880979967,-1.6486116272021551,-1.6402239297079697,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,-0.027592176527140293,-0.9544126454765618,-1.4580674040047512,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,0.7680231635599302,-1.3015121363393587,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,0.10259567872737606,-1.4750618817707568,-1.6402239297079697,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,-0.7984179159335955,-1.4750618817707568,-0.9115978268950959,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,-1.0819630838991723,-1.3015121363393587,1.0921239558403062,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,0.7912427874833474,-1.4750618817707568,0.36349785302743287,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,-0.9864154587556239,-1.4750618817707568,-0.0008151983790039855,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,-0.019100367378251704,-1.3015121363393587,0.9099674301370881,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-1.1543347144582083,-1.4750618817707568,-0.36512824978544084,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.1679271731876661,-1.3015121363393587,-1.6402239297079697,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,1.4559209067784769,-1.6486116272021551,-0.7294413011918774,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,0.72578878847991,-1.6486116272021551,-1.6402239297079697,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.6497683747175441,-1.6486116272021551,1.6385935329499615,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.7126479475080733,-0.9544126454765618,-0.36512824978544084,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-1.2493294920666902,-1.4750618817707568,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,1.5124869604527051,-1.6486116272021551,-1.0937543525983144,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-1.0992858516513924,-1.4750618817707568,-0.5472847754886591,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,0.14568985076646737,-1.3015121363393587,0.7278109044338698,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.10761871990080651,-1.6486116272021551,-0.7294413011918774,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.22093468767676924,-1.6486116272021551,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,0.5739564530183533,-1.4750618817707568,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.6015708636256117,-1.6486116272021551,1.0921239558403062,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.6694300003484392,-1.3015121363393587,0.7278109044338698,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.65813159481675,-1.4750618817707568,-0.9115978268950959,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.6208376065750839,-1.3015121363393587,-1.0937543525983144,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,1.7229216220232113,-1.4750618817707568,0.18134132732421443,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-0.7009224575572185,-1.4750618817707568,0.18134132732421443,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,0.13165843682453737,-1.6486116272021551,-0.7294413011918774,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,0.6820005913962587,-1.6486116272021551,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.40146933349044234,-1.3015121363393587,1.2742804815435247,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.6114539024669292,-1.4750618817707568,0.36349785302743287,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.8772442153727317,-1.3015121363393587,0.5456543787306513,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.6016753895742475,-1.6486116272021551,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.7866928582612034,-1.1279623909079601,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.1344351630116175,-1.1279623909079601,-0.7294413011918774,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.991678980778347,-1.3015121363393587,-1.0937543525983144,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,0.6828053353017416,-1.6486116272021551,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-1.2238080737912829,-1.4750618817707568,-0.36512824978544084,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,0.8104095623990537,-1.4750618817707568,-0.0008151983790039855,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.035868913432881434,-0.9544126454765618,0.7278109044338698,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-1.1774340791277298,-1.6486116272021551,-1.0937543525983144,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.6647539722397625,-1.6486116272021551,0.5456543787306513,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,1.249928836692719,-1.6486116272021551,0.36349785302743287,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,0.5405436194203671,-1.6486116272021551,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.4401933973771678,-1.4750618817707568,0.36349785302743287,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-1.3350873253850226,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-0.07074259826245792,-1.3015121363393587,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,0.48427646538836283,-1.3015121363393587,0.36349785302743287,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.3503564294657284,-1.4750618817707568,0.9099674301370881,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.5618679293164438,-0.9544126454765618,-0.0008151983790039855,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.06036597457305893,-1.1279623909079601,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,1.3987549531467045,-1.4750618817707568,0.9099674301370881,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,0.7402100635079191,-1.4750618817707568,-1.2759108783015327,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.5697271611134765,-1.3015121363393587,-1.0937543525983144,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,0.4700439305674505,-1.6486116272021551,0.5456543787306513,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,-0.6579009317460774,-1.4750618817707568,0.9099674301370881,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,0.4601062970204059,-1.1279623909079601,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,1.2386082838317336,-1.6486116272021551,1.0921239558403062,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.0629381372876189,-1.6486116272021551,-0.0008151983790039855,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.16888043060989458,-1.3015121363393587,-1.4580674040047512,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.13601065435315238,-1.6486116272021551,-0.5472847754886591,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,-1.2782419432563754,-1.6486116272021551,-0.5472847754886591,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,0.5954821582602653,-1.3015121363393587,-0.36512824978544084,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,0.35302823169651576,-1.6486116272021551,-0.7294413011918774,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-0.2575177301837612,-1.3015121363393587,-1.4580674040047512,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.8666888825200931,-1.6486116272021551,-1.0937543525983144,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,0.48571615472512336,-1.4750618817707568,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.723223761281712,-1.6486116272021551,1.0921239558403062,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,1.3885393172487985,-1.6486116272021551,-1.4580674040047512,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,0.1787893247675432,-1.3015121363393587,1.456437007246743,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,0.7616723763116401,-1.6486116272021551,1.2742804815435247,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,-0.016426178122764236,-1.4750618817707568,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-1.6886573085304841,-1.4750618817707568,-1.6402239297079697,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-1.293269585232151,-1.1279623909079601,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-1.2567183444876553,-1.3015121363393587,-0.1829717240822224,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.37009287101863386,-0.9544126454765618,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-1.037067355453173,-1.6486116272021551,1.0921239558403062,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,0.10709492392934278,-1.3015121363393587,0.5456543787306513,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.28749074767224786,-1.3015121363393587,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,0.6084721620850255,-1.4750618817707568,-0.9115978268950959,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-1.0206564005616987,-1.4750618817707568,1.2742804815435247,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.05589007645133688,-1.4750618817707568,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0
