task_id,classifier__base_estimator__max_depth,classifier__learning_rate,classifier__n_estimators,classifier__algorithm_0.0,classifier__algorithm_1.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0
3,0.5409626676512168,1.5918455889035301,-0.8823876277748797,1.0,0.0,0.0,0.0,1.0
3,-0.5035669985691166,1.5668320027401712,0.06646092055477856,0.0,1.0,0.0,1.0,0.0
3,-0.5035669985691166,1.6048059598063495,0.29788739575713435,1.0,0.0,0.0,1.0,0.0
3,1.2373157784647724,0.46911211451481544,-1.2526699880986487,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,-0.019212784202795652,0.3364584749575272,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,-0.9773818635338143,0.30560161159721305,0.0,1.0,0.0,1.0,0.0
3,1.58549233387155,-0.8097729516343392,0.5293138709594901,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,-0.42170946593679953,1.671017815291111,0.0,1.0,0.0,1.0,0.0
3,0.8891392230579946,0.5451804712801203,-0.3423925189693831,0.0,1.0,0.0,0.0,1.0
3,1.58549233387155,-0.9874041216171908,0.8455967204027095,0.0,1.0,0.0,1.0,0.0
3,0.8891392230579946,1.5072707573550623,-1.1138141029772353,1.0,0.0,1.0,0.0,0.0
3,1.58549233387155,-0.4238971810869292,-1.0675288079367642,0.0,1.0,1.0,0.0,0.0
3,-0.1553904431623386,1.3584450214264423,-0.5738189941717389,1.0,0.0,1.0,0.0,0.0
3,1.58549233387155,1.6277337049240852,-1.4223827365803763,0.0,1.0,0.0,0.0,1.0
3,-0.8517435539758943,1.3807668097922114,1.7018746786514252,1.0,0.0,1.0,0.0,0.0
3,-0.5035669985691166,0.8568758742369534,-1.0906714554569998,1.0,0.0,1.0,0.0,0.0
3,-0.5035669985691166,1.325139755158898,1.1695937856860075,1.0,0.0,0.0,1.0,0.0
3,1.2373157784647724,-0.03845783063976418,-1.3220979306593554,0.0,1.0,1.0,0.0,0.0
3,-0.8517435539758943,1.4837945783740822,1.6093040885704832,1.0,0.0,0.0,0.0,1.0
3,-0.5035669985691166,1.3851606615119758,0.8841677996031019,0.0,1.0,1.0,0.0,0.0
6,1.58549233387155,0.9870788893919198,0.4598859283987832,0.0,1.0,1.0,0.0,0.0
6,1.58549233387155,1.211154103993691,1.7481599736918965,0.0,1.0,0.0,0.0,1.0
6,1.2373157784647724,1.0335884952073608,0.8301682887225524,0.0,1.0,1.0,0.0,0.0
6,1.58549233387155,0.8728180870859054,0.6527413244007465,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,1.0533276291219724,0.2284594531964274,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,0.6817973282917618,0.79159720952216,0.0,1.0,1.0,0.0,0.0
6,1.58549233387155,1.0159674992172292,1.5090192826494624,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,0.7353506953871035,1.2390217282467142,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,0.7056143525873324,0.9304530946435731,0.0,1.0,0.0,1.0,0.0
6,1.2373157784647724,1.019045718430841,1.3007354549673422,0.0,1.0,0.0,1.0,0.0
6,1.58549233387155,0.6775266117940797,1.62473252025064,0.0,1.0,1.0,0.0,0.0
6,1.58549233387155,0.8582574508522073,0.45217171255870486,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,1.0767031209118416,0.7993114253622383,0.0,1.0,1.0,0.0,0.0
6,1.58549233387155,0.7612882119677024,1.725017326171661,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,0.6727455748429038,1.2775928074471066,0.0,1.0,0.0,1.0,0.0
6,1.58549233387155,0.7423036819663786,0.47531436007894023,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,0.6658629351451516,-0.0723949645666349,0.0,1.0,0.0,1.0,0.0
6,1.58549233387155,0.6885331229681559,0.6373128927205894,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,0.8472233630798917,0.6990266194412177,0.0,1.0,0.0,0.0,1.0
6,1.58549233387155,1.396236564484898,1.6864462469712682,0.0,1.0,0.0,0.0,1.0
11,-1.5480966647894499,1.0149458472573867,0.3750295541579196,1.0,0.0,1.0,0.0,0.0
11,-1.5480966647894499,0.1677730645820498,0.7298834828015318,1.0,0.0,0.0,0.0,1.0
11,-1.5480966647894499,-0.20457361759961765,-0.1572513388074987,1.0,0.0,0.0,0.0,1.0
11,-1.5480966647894499,1.2704565950462923,-0.8052454693740945,1.0,0.0,0.0,0.0,1.0
11,-1.5480966647894499,0.9933361872130507,0.5447423026396472,1.0,0.0,0.0,0.0,1.0
11,-1.5480966647894499,0.6966214885338515,-0.8592449802546441,1.0,0.0,0.0,0.0,1.0
11,-1.5480966647894499,0.7448472226241546,1.7173031103315823,1.0,0.0,0.0,1.0,0.0
11,-1.5480966647894499,-0.3773912132368564,-0.17267977048765573,1.0,0.0,1.0,0.0,0.0
11,-1.5480966647894499,0.3533070919544412,1.4704482034490698,1.0,0.0,0.0,1.0,0.0
11,-1.5480966647894499,-0.3865328489070362,-0.0723949645666349,1.0,0.0,0.0,1.0,0.0
11,-1.199920109382672,-1.0932513932558086,0.5370280867995685,1.0,0.0,0.0,0.0,1.0
11,-1.5480966647894499,0.22427931551053046,-1.5998097009021823,1.0,0.0,1.0,0.0,0.0
11,-1.199920109382672,1.1173122788274938,1.2081648648864,1.0,0.0,1.0,0.0,0.0
11,-1.199920109382672,-0.4866335851516438,-0.5506763466515033,1.0,0.0,0.0,0.0,1.0
11,-1.199920109382672,1.3149297572080707,-0.4966768357709536,1.0,0.0,0.0,1.0,0.0
11,-1.199920109382672,0.3613697478960156,-0.9441013544955077,0.0,1.0,0.0,1.0,0.0
11,-1.199920109382672,1.0299534913333255,-0.2575361447285193,1.0,0.0,0.0,1.0,0.0
11,-1.199920109382672,1.4453655278606534,0.8918820154431806,0.0,1.0,1.0,0.0,0.0
11,-1.5480966647894499,0.7080751872552414,-1.3683832256998267,0.0,1.0,0.0,0.0,1.0
11,-1.199920109382672,1.3690812469361524,-0.8746734119348012,1.0,0.0,0.0,0.0,1.0
12,1.58549233387155,1.148689399313057,1.1387369223256933,1.0,0.0,1.0,0.0,0.0
12,1.58549233387155,1.5253533775868078,1.0538805480848294,0.0,1.0,0.0,0.0,1.0
12,0.8891392230579946,1.0550466140100347,1.3007354549673422,0.0,1.0,1.0,0.0,0.0
12,0.192786112244439,0.9747946504218831,0.5370280867995685,1.0,0.0,0.0,1.0,0.0
12,1.2373157784647724,0.6629655784838595,0.984452605524123,0.0,1.0,0.0,0.0,1.0
12,-0.1553904431623386,1.1200852110230135,1.2313075124066353,0.0,1.0,0.0,0.0,1.0
12,1.58549233387155,0.6975372756796407,0.14360307895556382,0.0,1.0,1.0,0.0,0.0
12,1.2373157784647724,0.7769073796875863,0.6450271085606678,0.0,1.0,1.0,0.0,0.0
12,0.5409626676512168,1.041063849901473,1.4087344767284418,1.0,0.0,0.0,1.0,0.0
12,1.58549233387155,0.8138157191688694,-0.26525036056859785,0.0,1.0,1.0,0.0,0.0
12,0.8891392230579946,0.6189901112018731,0.15131729479564215,0.0,1.0,0.0,1.0,0.0
12,0.5409626676512168,1.6309147294369832,1.4473055559288341,0.0,1.0,0.0,0.0,1.0
12,0.8891392230579946,0.7188352607898072,0.6450271085606678,0.0,1.0,1.0,0.0,0.0
12,0.8891392230579946,0.9355701969320268,-0.2806787922487549,0.0,1.0,0.0,0.0,1.0
12,0.192786112244439,0.952758176844299,0.984452605524123,0.0,1.0,0.0,1.0,0.0
12,0.8891392230579946,1.1974375777328752,-0.19582241800789132,1.0,0.0,0.0,0.0,1.0
12,0.5409626676512168,1.1231254107974515,1.5784472252101693,1.0,0.0,1.0,0.0,0.0
12,1.2373157784647724,1.5017851202018022,-1.2140989088982561,0.0,1.0,0.0,0.0,1.0
12,1.2373157784647724,1.4195528373598245,0.02788984135438574,1.0,0.0,0.0,1.0,0.0
12,-0.1553904431623386,1.1249054051509197,0.6450271085606678,0.0,1.0,1.0,0.0,0.0
14,1.2373157784647724,0.7741107531201171,-1.4840964633010045,0.0,1.0,1.0,0.0,0.0
