dataset_id,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd
925,0.16511679540625115,0.10810396731379675,2.487825196043658,0.1934320017593689,0.01238390092879257,0.8637310606060605,0.046828904230468434,0.8049900553897934,0.16654880096192518,0.0,0.0707375083423692,0.04735906915850559,0.9859531750559747,0.3309636932431284,0.29072529146045956,157.00792638597105,101.26942902427085,721.5311187526154,712.5029967332508,0.9040719696969697,0.05105651032265038,3.3208070958002978,0.5,0.09851332864828065,986.0897963714616,3701.727207460835,43.544875220797095,345.0921551255164,1231.277353708933,80.75,38.92039825,22.0475085500591,3.176876700327225,0.1325318432608493,-0.6719300647719485,0.3095287698819039,12,4.5,1.6236882817719773,0.08333333333333333,0.1483042840367672,78.26666666666667,42.268521133201226,0.5,0.0,1.8409816430949293,0.9630681818181819,0.023747781406318218,27.61910150475,13.88368291720929,67.018216,45.40163058369381,21.134482405572758,40.10620226990853,26.8251,50.47296965789963,-29.34365425,29.52372782490715,0.2969016707724075,0.22380840429945595,0.9108901515151515,0.07660179081996604,11,2.75,0.034055727554179564,1.8333333333333333,0.752772652709081,3.6666666666666665,1.5275252316519465,4,0,0,2,0.16666666666666666,1,323,1.0,4,0,7.379289983688646,3.633936301793443,0.9688446969696969,0.02946430434807945,0.6480089892764627,0.8018939393939395,0.06239916363121639,96.36187024999998,26.35139698504819,1.8409816430949293,24.985093073149063,11.388663537553208,1.135906353815564,-0.18131834964584784,0.28657596599297935,0.036451178352603454,0.06916273582062747,23.017039026923076,43.48647425587414,3.739130434782609,1.814522008292287,0.17006964590348148,0.1857257341293428,0.22916666666666666,0.16925080009658253,721.5311187526166,612.2659338164284,0.25,0.33212037201726646,0.35199101072353733,0.5511363636363636,0.02843363137598118
925,0.15553108342566488,0.11527791470465938,2.5652745053399553,0.03842363072372308,0.01238390092879257,0.8766098484848485,0.0507197339023661,0.7979144838808221,0.16654880096192518,0.0,0.0625121795500681,0.04906268981092077,0.9819407868640977,0.26059896365753,0.3219010453361018,120.43830754519958,122.90958767354886,722.0733852259486,650.8498669147423,0.9318181818181819,0.04810009507272839,3.6890361999842938,0.5,0.11164843913471806,986.0897963714616,3701.727207460835,42.728889781480206,345.0921551255164,1231.277353708933,80.75,36.72033175,18.779478395565235,3.281037154166731,0.20820619200600526,-0.6029693742953879,0.4393124271531009,12,5.083333333333333,2.02072594216369,0.08333333333333333,0.13132097247204677,119.27619047619048,81.01535009579415,0.5,0.0,1.7523000692697395,0.9318181818181819,0.028187265276775036,27.507006195899997,13.391725527133442,66.44321675,45.6068540130951,20.301585284829724,38.9498262327267,23.617645,45.92583444453177,-29.525327750000002,29.849813724965664,0.26617813803732215,0.23398012267046875,0.9349431818181818,0.057608923113248146,11,2.75,0.034055727554179564,1.5714285714285714,0.5345224838248488,2.75,2.8722813232690143,4,0,0,2,0.16666666666666666,1,323,0.0,4,0,8.637435005951787,3.633936301793443,0.9907196969696969,0.014944930029217474,0.6366675235867987,0.8766098484848485,0.0507197339023661,95.9685445,26.4933240904389,1.7523000692697395,25.1808216966204,10.832026828435534,1.1027505632216341,-0.13283169993661786,0.2653059447845931,0.0363433079378678,0.06923464392732807,21.743317152564103,41.95024619131823,4.3478260869565215,2.102135184048783,0.1332356597885714,0.12749517640138822,0.18489583333333334,0.16324312888690867,722.0733852259491,561.451793500794,0.25,0.3554973014899993,0.3633324764132013,0.6802083333333333,0.11229217794147149
925,0.16323251505355219,0.12626708191428912,2.495492451104433,0.17815386007445413,0.01238390092879257,0.8303030303030303,0.07165167641719593,0.790744226694162,0.16654880096192518,0.0,0.05487473813175119,0.04520444410917858,0.9859531750559747,0.2352493915997934,0.32645158122666645,116.10862861836104,113.90433238986829,761.4661597442057,667.4434437553557,0.8980113636363637,0.05824364046005713,4.236826151819502,0.5,0.09851332864828065,986.0897963714616,3701.727207460835,40.22437878509252,345.0921551255164,1231.277353708933,80.75,34.146339624999996,14.33946058157069,3.248735304866588,0.14965230286528122,-0.6898749765719084,0.2578925064175745,9,3.5555555555555554,1.130388330520878,0.1111111111111111,0.13609482829989525,34.13333333333333,15.156516750229915,0.5,0.07856742013183865,1.668633855807616,0.9505681818181818,0.03317488934930206,27.773055059399997,14.017137356545584,67.00799549999999,45.406776323144285,20.331855765479872,40.073477664136384,25.031326500000002,51.70084219616959,-29.38824125,29.60924095541455,0.23271032129381986,0.21141333225143719,0.962784090909091,0.038300082438413985,8,2.0,0.02476780185758514,1.6,0.5477225575051661,2.0,1.4142135623730951,4,0,0,2,0.16666666666666666,1,323,0.0,4,0,9.723600213475818,3.633936301793443,0.978409090909091,0.025361978703941964,0.6252764320501483,0.7740530303030303,0.06955655550949512,96.39623675000001,26.50307422825818,1.668633855807616,25.939373537043434,10.86983963389451,1.1115675706158459,-0.11295703837974022,0.2913936198475378,0.0363433079378678,0.06923464392732807,21.77862064102564,43.36405603761927,2.823529411764706,1.4245742398014511,0.19706908487134,0.12184758058765026,0.3125,0.1316585902058806,761.4661597442073,590.1767302508015,0.24999999999999997,0.3660695649683917,0.37472356794985173,0.7711174242424242,0.06281494276534698
925,0.1629372153231376,0.09822548244923833,2.5511101585651286,0.06697295367246828,0.01238390092879257,0.8790719696969698,0.03452668195445375,0.813763262955883,0.16654880096192518,0.0,0.06361287574767184,0.05329811283059052,0.9871776835537546,0.24524487286640292,0.3267147612121552,111.95534376572517,124.62352394391769,720.7888229322,635.7109316979785,0.9133522727272727,0.0499899753048702,3.582259200165825,0.5,0.0941349584861348,986.0897963714616,3701.727207460835,43.34449963087245,345.0921551255164,1231.277353708933,80.75,38.22112275,18.35163974054228,3.2627137899933256,0.22141467808483362,-0.7757149606940767,0.3396825995158282,12,4.166666666666667,1.337115846843043,0.08333333333333333,0.13000722400960552,63.199999999999996,35.57813424511798,0.5,0.11785113019775793,1.9604248756911986,0.9470643939393939,0.044276276808427883,27.925960045199997,13.114926123330322,67.018216,45.40163058369381,19.96889908978328,38.9989657617623,23.84591725,45.771745299539596,-29.38824125,29.60924095541455,0.2755740521255574,0.25916358450028043,0.937689393939394,0.04886216817150637,11,2.75,0.034055727554179564,1.8333333333333333,0.752772652709081,2.75,1.707825127659933,4,0,0,2,0.16666666666666666,1,323,0.0,4,0,8.257439656919471,3.633936301793443,0.9722537878787879,0.039200046709140235,0.6622106481366056,0.8790719696969698,0.03452668195445375,96.40645724999999,26.50382130540508,1.9604248756911986,25.25439464346635,10.520099753916082,1.1262668502030768,-0.19532973584070895,0.2128958086073893,0.036439185220249776,0.06917074562477427,21.681218115384617,41.53390928768913,3.391304347826087,1.6163688382741956,0.15936699691928946,0.12648818742533047,0.2526041666666667,0.14004510062238282,720.7888229322009,549.7475029097502,0.24999999999999997,0.36588832746551264,0.3377893518633945,0.6125946969696969,0.11344369363689656
925,0.16035642062957578,0.10069296351498545,2.5519952772615304,0.06520298004114576,0.01238390092879257,0.8671401515151516,0.053760029335299206,0.8027660688054606,0.16654880096192518,0.0,0.06268746593151917,0.053331381702363574,0.9883458803769201,0.25740474025038523,0.3153106287898996,115.90746378835554,106.79377880973351,687.372050509094,600.0998319718384,0.9136363636363637,0.04649440129302425,3.681032049737234,0.5,0.08975658832398899,986.0897963714616,3701.727207460835,42.467001727312024,345.0921551255164,1231.277353708933,80.75,31.433581875,12.06178095788089,3.2718442070488813,0.21244085658002382,-0.5242020047583908,0.4048313824231564,10,3.6,0.9660917830792959,0.1,0.14387349224845722,37.466666666666676,15.63092850492017,0.5,0.0,1.812412332738121,0.9477272727272726,0.03499889768987265,23.16727031535,8.894331715583581,66.60329,45.86422372665984,19.757008365325074,40.11899295775047,22.23684825,46.894061213324626,-29.38824125,29.60924095541455,0.26849695058956957,0.2516512116856809,0.9661931818181818,0.030299906457252192,9,2.25,0.02786377708978328,1.8,0.8366600265340756,2.25,1.5,4,0,0,2,0.16666666666666666,1,323,0.0,4,1,8.504745851518319,3.633936301793443,0.9754734848484847,0.0279189265677029,0.6444333612253735,0.7987689393939394,0.0686148362686441,95.99153125000001,27.28301931111731,1.812412332738121,24.586123289451635,10.513140482588293,1.1309319180678385,-0.15808220090858643,0.36594175779789795,0.03654033899013737,0.0691033361590688,21.58451343717949,43.893002987280795,2.8421052631578947,1.3442535266309141,0.19706908487134,0.12184758058765026,0.30625,0.11102427162061856,687.3720505090937,518.0398411741047,0.25,0.37446796982077935,0.3555666387746264,0.634090909090909,0.10524503041424434
925,0.1555132092944701,0.10407220893023496,2.5679285080952483,0.03366566937532104,0.01238390092879257,0.8515151515151516,0.05206094560160202,0.7864956075002961,0.16654880096192518,0.0,0.06107872257552487,0.04816741780436353,0.9933452526469496,0.26551194139441037,0.3062543510015704,124.69865139635003,100.89352651891136,711.3565372517062,646.1776003623995,0.9258522727272727,0.04162850735805583,3.784665734922302,0.5,0.06786473751325997,986.0897963714616,3701.727207460835,40.18489504173338,345.0921551255164,1231.277353708933,80.75,33.92555825,15.93699314078174,3.2988079784985933,0.2039661005665428,-0.6380313581234501,0.34833419796199433,14,4.857142857142857,1.95555000554213,0.07142857142857142,0.11439627216941065,138.28571428571428,143.88982354107367,0.5,0.0,1.621749735893586,0.9288825757575758,0.03592790217652058,26.7025274208,13.87995024507655,67.00799549999999,45.406776323144285,20.485926764705884,39.80475564744679,23.05037525,46.318608928510905,-29.29365525,29.474730131579722,0.26246578224360484,0.22707700332480663,0.9037878787878789,0.0431958450843099,13,3.25,0.04024767801857585,1.625,0.7440238091428449,3.25,2.6299556396765835,4,0,0,2,0.16666666666666666,1,323,0.0,4,1,8.783860151765813,3.633936301793443,0.9660984848484848,0.022568009596263164,0.6185753406172598,0.7680871212121212,0.08404346427888443,96.30165075,26.323784903554976,1.621749735893586,24.989016456039177,10.764484431779026,1.1253935863294031,-0.12559310660383485,0.2737938168330904,0.036308724153940576,0.06925769812214178,21.773452648717953,42.654606314250316,4.074074074074074,2.1290287768753933,0.1135480928047241,0.13073064266413925,0.21372767857142858,0.16173100516950586,711.3565372517065,566.9345620014369,0.24999999999999997,0.3122078738136406,0.3814246593827401,0.5480113636363637,0.013752269409513681
925,0.1518429742154515,0.1004891340245743,2.5718279753688362,0.025814123185452856,0.01238390092879257,0.8046401515151516,0.04271301076687938,0.8060516378184532,0.16654880096192518,0.0,0.06775345035936972,0.04930808117530692,0.994177352925783,0.26896910719306194,0.34243845894337094,106.3882110478978,133.22351077742226,691.2864183766217,662.5529562978428,0.9164772727272726,0.04113672405296284,3.42307708206814,0.5,0.06348636735111417,986.0897963714616,3701.727207460835,43.470012041487884,345.0921551255164,1231.277353708933,80.75,30.377149375000002,11.597202652224324,3.2755715083453687,0.20774765012069557,-0.5920321018763943,0.36610513594345484,16,5.0,1.7511900715418263,0.0625,0.12691846528468498,144.87619047619046,101.26303803589943,0.5,0.0,1.8548527988768022,0.959659090909091,0.036140126613751565,22.1522197155,8.265615788083682,65.52829025,46.25370914312617,20.22289173142415,40.268219771521984,22.60005075,46.638539811997624,-28.91991325,29.275203113462506,0.2904338199492502,0.22870883509987436,0.8979166666666668,0.05389284702360948,15,3.75,0.04643962848297214,2.142857142857143,0.6900655593423541,3.75,1.2583057392117916,4,0,0,2,0.3333333333333333,1,323,0.0,4,1,7.855125673099063,3.633936301793443,0.972159090909091,0.02273691574327045,0.6497192428298109,0.8046401515151516,0.04271301076687938,94.4482035,26.85628893212642,1.8548527988768022,24.463698780602087,11.124379254507646,1.1139082367691797,-0.18833313737112467,0.3118844909451673,0.03640275284752057,0.06919503138806045,22.08356146794872,43.96500152167653,4.193548387096774,1.9734800875392635,0.1332356597885714,0.12749517640138822,0.1953125,0.1531462570279361,691.2864183766219,578.3951371564685,0.25,0.3005171496976666,0.35028075717018914,0.7928030303030302,0.09774533770600465
925,0.16884964660436574,0.11815732673291453,2.5707928472920956,0.027380134922847046,0.01238390092879257,0.8326704545454546,0.05748425868493455,0.7981001773711082,0.16654880096192518,0.0,0.07401498116044739,0.05528835611608287,0.9969487031556966,0.2800734814227176,0.30611162838005385,124.41178996034846,95.45019095957969,689.5523511725698,628.0098235382166,0.9286931818181818,0.08121279698525942,3.065419216460915,0.5,0.045972886702530975,986.0897963714616,3701.727207460835,41.377779458942555,345.0921551255164,1231.277353708933,80.75,33.441792750000005,14.485792891909739,3.2425172881993505,0.24500563620660634,-0.5355640449394244,0.3936691252031073,13,4.615384615384615,1.757766648262388,0.07692307692307693,0.1253700899165096,98.70476190476191,74.75255952106836,0.5,0.054392829322042084,1.7545469473921473,0.9719696969696969,0.023045955937937523,23.02548779475,9.04460071404553,67.018216,45.40163058369381,20.838502528637772,41.29606969739793,23.58085775,45.9494701444682,-29.0632405,29.277740348239746,0.3252242622484415,0.2664256540488729,0.9097537878787879,0.05811347963931609,12,3.0,0.03715170278637771,1.7142857142857142,0.48795003647426666,4.0,1.0,4,0,0,2,0.16666666666666666,1,323,0.0,4,1,6.904677312568537,3.633936301793443,0.9782196969696969,0.02961457532407555,0.6369638931197943,0.7988636363636363,0.058776913852118765,96.0814565,26.319966142995426,1.7545469473921473,24.533412807560715,10.811352501661467,1.1104257052927362,-0.17183497917162563,0.3338846493491899,0.036325933113818376,0.06924622630269554,22.614439337179487,44.61611129208878,3.84,1.9510680835549197,0.13318105680701312,0.12789839346659077,0.22716346153846154,0.16242553690248615,689.5523511725706,549.6490104498974,0.25,0.36058998219840843,0.36303610688020577,0.6377840909090909,0.12507430865720567
925,0.1612834025540757,0.12167744479350216,2.563425397436128,0.04228754955306092,0.01238390092879257,0.8388257575757576,0.051089188240626957,0.7941668696528618,0.16654880096192518,0.0,0.06358252209634613,0.04722719442016653,0.9905137029953146,0.27805110217839407,0.3167442837946177,124.14057866640069,116.58105269261834,702.5276443285368,637.2180685778817,0.9319128787878789,0.03497796656775197,3.6471075275029796,0.5,0.0809998479996974,986.0897963714616,3701.727207460835,42.47178215069507,345.0921551255164,1231.277353708933,80.75,32.003481875,12.314702219696315,3.2823502603641255,0.19108386138511213,-0.6697425307476143,0.318725363285185,13,5.230769230769231,2.4884347876341253,0.07692307692307691,0.12972250846050795,207.9301587301587,259.6192281912001,0.5,0.054392829322042084,1.7078330719509918,0.9350378787878789,0.0370522189193063,23.289800163000002,8.879407970436258,64.9696615,46.81579195447205,20.16506794891641,39.67052047839831,23.2084695,46.201461103389974,-29.378884,29.854074287679875,0.271588840067317,0.22222398898981446,0.9381628787878789,0.028698893626464498,12,3.0,0.03715170278637771,1.3333333333333333,0.5,3.0,2.309401076758503,4,0,0,2,0.16666666666666666,1,323,0.0,4,0,8.438625669599489,3.633936301793443,0.9628787878787879,0.019574779634911114,0.6307010168542255,0.7893939393939394,0.08635985209382883,94.3485455,28.197606259982063,1.7078330719509918,24.785306097199907,10.845352061083943,1.1088979369811414,-0.17645962804782922,0.29638707811565235,0.03640821387651726,0.06919136403056046,22.05110738589744,43.084762526716844,4.48,2.567748689676101,0.09706402178797345,0.16026559365935347,0.20643028846153846,0.18430985780002826,702.5276443285383,546.8999247387193,0.25,0.3484834978090737,0.3692989831457745,0.5417613636363636,0.048287098207552136
925,0.1612467221106644,0.11763791003676692,2.564987165912728,0.039604490600234195,0.01238390092879257,0.8578598484848484,0.05433044642799654,0.8042998405976262,0.16654880096192518,0.0,0.06493818846895631,0.05615177875992281,0.992457324464252,0.22159290698499357,0.32910589467169493,91.53026024428397,106.94078664646023,630.4070908937847,514.569283426202,0.9257575757575758,0.03609322683503046,3.5101476988272013,0.5,0.07224310767540579,986.0897963714616,3701.727207460835,40.5989199554093,345.0921551255164,1231.277353708933,80.75,31.1167335,13.400158381309234,3.2747050134040174,0.2467178733590261,-0.5030212943902455,0.4452935609074602,12,4.833333333333333,2.1672493389016636,0.08333333333333333,0.1465964160219395,126.15238095238095,132.28843807093645,0.5,0.0,1.832044739265734,0.950284090909091,0.030389220072043362,23.1113573922,9.532473866597229,67.00799549999999,45.406776323144285,21.028744078947366,41.16385344079684,23.558587749999997,45.96593962182194,-28.683544249999997,29.633930444892663,0.28273947697296287,0.27141825693071453,0.9380681818181819,0.04617484835657812,11,2.75,0.034055727554179564,1.375,0.5175491695067657,2.75,1.5,4,0,0,2,0.16666666666666666,1,323,0.0,4,1,8.071910273633302,3.633936301793443,0.9907196969696969,0.014944930029217474,0.6468982335853668,0.74375,0.08866769892738988,95.69153975,27.827866541836382,1.832044739265734,23.698174127352218,9.57800493655328,1.1030529228140913,-0.11785161403268572,0.3984610108184508,0.036565669939381366,0.06908641449688656,22.395128242307692,44.48580108810906,4.086956521739131,2.274623714700579,0.11323784751226872,0.16920608594904338,0.22330729166666666,0.18180442526823087,630.4070908937853,439.4875278347849,0.25,0.3574300951847656,0.35310176641463326,0.6384469696969697,0.1176089090447022
