id,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd
925,0.1477533001229903,0.10945421050594685,2.564403863871691,0.041047844331860706,0.01238390092879257,0.8049242424242424,0.19063827342177483,0.7978154520188938,,0.0,0.06379262400545153,0.05260203949528153,0.9949536900383766,0.25575485842561685,0.328896803047343,109.21309927168902,119.38042149827918,700.3418387438066,634.4453862922154,0.8180871212121212,0.16144125365096387,3.6182151140234193,0.5,0.059107997188968385,,,41.92774415731765,,,80.75,31.60886875,11.87575220885205,3.2843728836558994,0.22575130381010264,-0.6330379385014264,0.33629205279436575,19,5.526315789473684,2.064741604835056,0.05263157894736842,0.10452196608291728,281.16825396825396,316.0350864357605,0.5,0.03721614637823934,1.751103502196948,0.9227272727272726,0.09545696712763724,23.252941985699998,8.616677305566675,67.018216,45.40163058369381,20.309022187306503,40.4001483575004,23.07650775,46.28622389642067,-29.668655,29.848426238668296,0.27498467025416795,0.2532854419393264,0.8255681818181818,0.2265190751943315,18,4.5,0.05572755417956656,2.0,0.8660254037844386,4.5,1.7320508075688772,4,0,0,2,0.16666666666666666,1.0,323,1.0,4,1,8.32562481210831,,0.8418560606060606,0.1372434672735069,0.6365094954801118,0.775094696969697,0.34358843804664874,96.686871,26.530454637514186,1.751103502196948,24.762093042673044,10.781501867539008,1.105198841333582,-0.14894702491582693,0.3083036241312733,0.03510004949030839,0.07006350599097486,21.936746064102564,43.700636800869134,4.702702702702703,2.2591156684870306,0.10142256792273338,0.11638479462893705,0.16837993421052633,0.15062940289105778,700.3418387438071,554.3512669661827,0.25,0.33452081399067496,0.36349050451988824,0.603125,0.1964593567115898
986,0.3384833811629295,0.23157530727950065,0.44747725655399806,0.7523447950295952,0.08791208791208792,0.6841591591591591,0.011169406274166871,,,0.0,0.36039691105719307,0.22674828114613885,0.8999049782658519,,,,,,,,,473.2759447424026,0.5,0.26030854032691586,,,,,,11.375,,,1.3454807965822577,0.7490505778231114,,,87,8.494252873563218,3.280929970327793,0.011494252873563218,0.015401996860168429,65948.82540204893,227546.12892684527,0.5,0.0731489773641256,,,,,,,,,,,,,,0.0019014382375923573,0.004516454665556183,,,86,2.6875,0.23626373626373626,4.777777777777778,4.439866923754989,2.774193548387097,1.453952714026029,32,0,0,2,0.0020161290322580645,,364,0.0,32,7,234.3362037783586,,,,,0.6841591591591591,0.011169406274166871,,,,,,,,,0.17638314967860422,0.020016591317600432,3.322159090909091,0.9100747974920113,7.5491329479768785,3.499860769607939,0.05896319906532585,0.0773770248272227,0.05827989249393858,0.07387986772861128,,,0.03125,0.020247066835622538,,0.6813813813813814,0.01176548830279864
458,0.015750812443885202,0.01047278242634068,2.8939566006532362,0.38307798019991973,0.08323424494649227,0.6278571428571429,0.06987778626900965,0.9360618658181393,0.0277483021845195,0.0,0.05577091822684961,0.03474280681278571,1.7874160492261657,0.14842389025036848,0.11554627164169459,5.460666436075887,13.537410787282724,50.91796848584857,174.7211759165325,0.5601120448179272,0.05822370658690568,6.8275440021895255,0.25,0.14439255472989965,4.390547753420648,13.163716628685128,61.45022808972294,4.016060453824013,12.316659200292655,12.014285714285714,7.1571428571428575,6.868613163578967,4.419577771859876,0.37550668236635315,2.3253142913452103,3.630128984082674,32,5.5,1.270001270001905,0.03125,0.07766083632615316,333.29523809523806,238.3044955460746,0.25,0.06750771560841522,24.319674030304807,0.9976190476190476,0.0050194883494736,4.998479999999997,4.579578569485074,34.4,30.42758092848362,10.12524205877357,13.369742790633518,9.2,12.729743784208472,0.8285714285714286,3.4261205871120057,0.26179487801952783,0.16488523329734536,0.9822128851540615,0.017787053578981422,31,0.44285714285714284,0.036860879904875146,3.875,2.5319388392523003,1.55,0.887041208323017,70,0,0,4,0.007867494824016562,3.0,841,1.0,70,68,10.054290376289828,,0.9892857142857142,0.013101249221602523,2.6301753864650554,0.5184173669467786,0.025461814230390775,33.57142857142857,28.01737112732257,11.87177081713862,5.356526083946353,4.748442575873746,,1.110728918783191,0.680273120614929,0.0488234358962868,0.028408731203384656,9.431145685997171,12.958362044555528,4.603174603174603,1.7183983778946745,0.1368765457195767,0.11581502383801513,0.142333984375,0.08446396088182535,50.91796848584856,124.96869779446949,0.014285714285714285,0.054532204025279585,0.00157087202176315,0.40903361344537814,0.028076196777164417
1449,0.15629406747701616,0.1393348937879022,2.2589445496054554,0.6128650621485662,0.14624505928853754,0.8733846153846153,0.04134522956629395,0.5211753721039041,,0.0,0.015491210638352385,0.009243310103743255,0.4899405783929423,0.43394870437022376,0.3196655273006377,56705.67000201271,890666.6996677506,10047191.271350307,61104479.62811348,0.8538461538461538,0.03231176205543255,10.475007662071407,0.5,0.556182804174399,133.0930588400858,644.9025736453048,9661.80206364076,54.902430071131334,232.49669837194358,6.837837837837838,334.82891891891893,1759.5099335970165,2.7021127919583057,0.5972698954104316,7.789177704496756,13.442846544026791,24,5.416666666666667,1.6918388932104944,0.041666666666666664,0.09973435952706114,280.83809523809526,246.05073407437519,0.5,0.058925565098878946,0.37291684810150844,0.8615384615384615,0.04735197010662075,139.78834345945947,702.1266359352297,5201.062702702703,28967.552781267626,344.99951714560405,1806.796169399825,124.78054054054054,595.5196064873187,5.690810810810811,15.691659210190895,0.046772336040092,0.02742838760122299,0.8021538461538462,0.07586693773934788,23,0.6216216216216216,0.09090909090909091,2.875,1.246423454758225,1.7692307692307692,1.640825308284734,37,1,0,2,0.45945945945945943,1.0,253,0.0,37,36,47.29659454403023,,0.7944615384615384,0.08508247149648411,0.27162376848764286,0.8653846153846155,0.04752521044536674,5195.371891891892,28952.966305440565,0.37291684810150844,576.1685639705775,3159.919035170435,,2.1019229311122345,1.5697391558771607,0.04239455313711973,0.08677022395221076,169.07908143437558,834.2773043344138,4.553191489361702,1.997917509703083,0.13286133051141974,0.13008928075152232,0.16341145833333334,0.12012656498758123,10047191.271350306,60863214.6877274,0.02702702702702703,0.06044322970719166,0.7283762315123572,0.8933846153846154,0.018476489672322516
1442,0.11479701040682302,0.12198370558788363,2.2589445496054554,0.6128650621485662,0.14624505928853754,0.8733846153846153,0.04134522956629395,0.5211753721039041,,0.0,0.015491210638352385,0.009243310103743255,0.4899405783929423,0.43394870437022376,0.3196655273006377,56705.67000201271,890666.6996677506,10047191.271350307,61104479.62811348,0.8338461538461539,0.03731980594596974,10.475007662071407,0.5,0.556182804174399,133.0930588400858,644.9025736453048,9661.80206364076,54.902430071131334,232.49669837194358,6.837837837837838,334.82891891891893,1759.5099335970165,2.7021127919583057,0.5972698954104316,7.789177704496756,13.442846544026791,24,5.416666666666667,1.6918388932104944,0.041666666666666664,0.09973435952706114,280.83809523809526,246.05073407437519,0.5,0.058925565098878946,0.37291684810150844,0.8615384615384615,0.04735197010662075,139.78834345945947,702.1266359352297,5201.062702702703,28967.552781267626,344.99951714560405,1806.796169399825,124.78054054054054,595.5196064873187,5.690810810810811,15.691659210190895,0.046772336040092,0.02742838760122299,0.8021538461538462,0.07586693773934788,23,0.6216216216216216,0.09090909090909091,2.875,1.246423454758225,1.7692307692307692,1.69085018821135,37,1,0,2,0.45945945945945943,1.0,253,0.0,37,36,47.29659454403023,,0.7944615384615384,0.08508247149648411,0.27162376848764286,0.8933846153846154,0.018476489672322516,5195.371891891892,28952.966305440565,0.37291684810150844,576.1685639705775,3159.919035170435,,2.1019229311122345,1.5697391558771607,0.04239455313711973,0.08677022395221076,169.07908143437558,834.2773043344138,4.553191489361702,1.9979175097030828,0.13286133051141974,0.13008928075152232,0.16341145833333334,0.12012656498758123,10047191.271350306,60863214.6877274,0.02702702702702703,0.06097433295184188,0.7283762315123572,0.8933846153846154,0.018476489672322516
920,0.012039830461405256,0.002208248668380721,2.807320320160349,4.485978453382215e-16,0.1,0.798,0.06425643072011462,0.5753786420997135,,0.0,0.005466058140720347,0.013384675349411483,0.9765004687578241,0.03881732061115697,0.04554851500089118,0.03881732307238106,0.0455485179771233,1.0000000634180664,0.4230696428664983,0.766,0.05253570214625479,37.8314319616081,0.5,0.12727922061357855,,,1.472474363517973,,,10.0,1.713752505,0.08705666546093568,3.7580089066254594,0.06811448378456117,-1.166568867122992,0.23886402582488045,39,7.102564102564102,2.918136317609434,0.025641025641025647,0.06682557309872476,3165.3489621489625,6131.757094038084,0.5,0.09065471553673685,0.4949036830086509,0.698,0.06629898608240971,1.268274498918,0.0670197436280492,1.7775842600000002,0.302697741471305,1.0400000011401288e-09,1.2190595237275696e-08,-0.00841521,0.05437603953677576,-1.73366514,0.11651121791326816,0.025811882292713407,0.06811448378456118,0.7979999999999999,0.05452828012447608,38,0.76,0.076,2.923076923076923,1.800996874952798,1.4615384615384615,0.8593378488473195,50,0,0,2,0.0032653061224489797,1.0,500,0.0,50,1,107.76077491461538,,0.5940000000000001,0.09524238085595671,0.33106058178451014,0.5959999999999999,0.03238655413730964,3.5112493999999996,0.36818674493622755,0.4949036830086509,1.0000000317090325,1.3330521862922198e-08,,0.027006171184327063,0.13694397664488187,1.6064192513282203e-07,7.949713604449245e-07,-0.006058456600000004,0.028364681930025445,6.207792207792208,3.1091446714222255,0.08127553229582399,0.11839862000532096,0.1100323016826923,0.10862562561557002,1.0000000634180664,2.6661044505774653e-08,0.019999999999999997,0.07091228804142097,0.6689394182154899,0.594,0.03533962208186287
11,-6.250002346150688e-08,0.0,2.3219280948873626,0.0,0.0064,0.44631336405529953,0.10905797510939964,0.42392735119707875,0.5638095238095251,0.0,0.0437559133543309,0.0,1.318116246441582,0.0,0.0,0.0,0.0,2.003205128205128,0.0,0.4048643113159242,0.08999623943751613,9.73829735250785,0.3333333333333333,0.2207787429381129,2.6051710846973517,0.0,1.2190676701606842,2.1897810218978107,5.127900497022837e-16,156.25,2.0,0.0,3.5046904700382786,0.0,-1.3054356480000002,0.0,161,8.111801242236025,1.4534174762429573,0.006211180124223602,0.014286641460595365,7467.009523809523,5244.848072517293,0.3333333333333333,0.025859204962312195,2.0934748087709796,0.854531490015361,0.058575718381658655,1.4826,0.0,5.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.13535387129066612,0.0,0.8415770609318995,0.09569404049394797,160,40.0,0.256,16.0,11.944315244779277,40.0,6.164414002968976,4,0,0,3,0.0,2.0,625,0.0,4,0,16.15450081144063,,0.7058883768561188,0.06747496272831593,0.6773099773242661,0.46080389144905276,0.005911767646500074,4.0,0.0,2.092836646677808,1.4153462926807447,0.0,1.3063253678127444,0.0,0.0,0.1987179487179487,0.0,3.0,0.0,7.140186915887851,1.9642838936755733,0.1250145716296406,0.07488376985306455,0.04068808229813665,0.03823166482879946,2.003205128205128,0.0,0.24999999999999997,0.027770158443326375,0.3231215738378654,0.6546082949308756,0.07287008198989385
934,0.03419845275139902,0.08082317156318466,2.652916439879933,1.562918277189732,0.004325259515570935,0.911776611694153,0.047711056355055244,0.730018616202757,,4.0,0.08798944852476835,0.08885870329120038,0.7628122983351654,0.028809871527436547,0.035249498055537586,0.048007962781072014,0.3952143330524196,54.72180690139984,327.94027285498174,0.877998500749625,0.04639256410706429,4.468572316595885,0.5,0.3939245390001182,0.0,0.0,58.50441628255618,0.0,0.0,231.2,0.39722222222222225,2.053635954817853,3.2450226951457837,1.5929621587425513,13.182530830824284,12.135222812231406,71,7.577464788732394,2.2402931685128427,0.014084507042253521,0.0593030207237232,4063.306204906204,5464.370140046529,0.5,0.009959250439247135,1.1409937748155445,0.8538755622188907,0.1412113732155155,0.16473333333333331,0.7541322669134373,21.702777777777776,124.2166666666667,0.5522755670895813,2.81131740026836,0.1111111111111111,0.5086552454562506,0.0,0.0,0.1707060430693149,0.18138315277572298,0.6646851574212893,0.16361573124996465,70,1.9444444444444444,0.06055363321799308,5.833333333333333,3.8336626999476233,2.8,4.153311931459037,5,2,4,2,0.0,1.0,1156,0.0,1,34,14.540846663540325,0.25,0.8962518740629687,0.07871902892765704,0.5329271800025882,0.7785607196401798,0.003483943040066661,21.702777777777776,124.2166666666667,1.1409937748155445,1.4757435689030112,7.3515470899060755,,3.6323475866897175,1.0604373525317676,0.2234162857626545,0.25312749929360745,0.15601585014409214,0.7734237447833954,6.638297872340425,2.5502845660398674,0.08693443152003762,0.0898713793944418,0.07038814920774648,0.07770725926429664,54.72180690140102,327.9315866408565,0.027777777777777776,0.12853137016969757,0.46707281999741174,0.7785607196401798,0.003483943040066661
450,0.07841967526465565,0.062062081940638746,2.1394563120131473,0.7963615341636686,0.015151515151515152,0.9517094017094017,0.09882579516323847,0.5434984089183335,,0.0,0.04288420939895223,0.025593480169042327,0.37323155189232515,0.31206431463232326,0.1919472197927814,10.175412667550027,13.97189955435435,66.0348866830136,80.43050841799983,0.9252136752136753,0.09764793040116039,4.085900762259693,0.5,0.6053262596521202,15.3866849795543,13.748688007147273,27.018788415924128,12.880276682685285,12.15089395439885,66.0,9.091874999999998,7.149292906469842,2.4213416532143666,0.7660762754407985,-0.1960791732343689,1.2345654063451084,8,3.375,1.1877349391654208,0.125,0.30192574666640404,28.8,14.68085893425923,0.5,0.1767766952966369,0.41922586778851545,0.9243589743589744,0.09715997819646878,6.108312,5.853535622399167,33.4725,24.89256297906398,17.184876893939396,14.724150684354878,16.73375,15.505452468406073,1.95,2.7385032408233516,0.09134621069110616,0.06668650801277547,0.93988603988604,0.11198792036499326,7,1.75,0.026515151515151516,1.4,0.5477225575051661,2.3333333333333335,0.5773502691896258,4,1,0,2,0.16666666666666666,1.0,264,0.0,4,2,22.421401893154325,,0.944017094017094,0.13769042426041075,0.29539052049676,0.9517094017094017,0.09882579516323847,31.5225,22.78742398049123,0.41922586778851545,6.781059946587086,5.170701136700379,1.0699151643350264,0.08390799016111142,0.8374730113865353,0.13627959481881372,0.24151853094520243,17.141046874999997,15.142771162939894,2.6666666666666665,1.4474937289114918,0.19060458261114605,0.153253375940726,0.3359375,0.13647139613957834,66.0348866830136,73.51324598579701,0.25,0.2746995292772022,0.70460947950324,0.9206552706552706,0.026911391968278256
336,0.0635328453687032,0.08823401997583734,0.8636629313475083,0.1243479610933827,0.08239700374531835,0.7941595441595442,0.01746265484181698,0.5303742247069502,,0.0,0.05055145707270286,0.026383833112947692,0.7337524087989602,0.1973611550057662,0.15669953752258992,0.0406947252854155,0.03464219847961308,0.20628563236487524,0.2534596196471056,0.7102564102564102,0.14818953813422267,17.02282308772734,0.5,0.41578938069770777,0.0,0.0,1.2059343702575682,0.0,0.0,12.136363636363637,0.6818181818181818,0.4767312946227962,1.5543113024073953,0.12150876544830437,-0.9228846937428966,1.282328183701043,61,7.983606557377049,2.8430723011013312,0.01639344262295082,0.032551707397304994,7107.424841824843,13983.908076436195,0.5,0.10432723001112995,0.3913949810853747,0.8123931623931625,0.08862503045483427,0.0,0.0,1.0,0.0,0.3115423901940756,0.09694265627839938,0.0,0.0,0.0,0.0,0.04310403773907287,0.02119609985767104,0.5648148148148147,0.13363218767138932,60,2.727272727272727,0.2247191011235955,4.285714285714286,2.4939487203589854,3.0,1.3377121081198773,22,22,0,2,0.05627705627705628,1.0,267,0.0,22,7,19.03670599435785,,0.7666666666666667,0.11025718732881017,0.28129681823349845,0.7941595441595442,0.01746265484181698,1.0,0.0,0.3913949810853747,0.45197724539526035,0.04579896246242976,,0.8842839014477945,0.5592758333899578,0.49812030075187985,1.7045242408169924e-16,0.19847543760587236,0.1425478857857595,7.0578512396694215,3.0694666221271434,0.07087108492566464,0.09692348931551345,0.07565757876536885,0.09191099638864546,0.2062856323648754,0.03899917323710801,0.045454545454545456,0.03870711659380188,0.7187031817665015,0.7941595441595442,0.01746265484181698
